Date (UTC),Timestamp (UTC),<-150k,-150k – -100k,-100k – -50k,-50k – 0,0 – 50k,50k – 100k,100k+
03-27-2026 18:00,1774634400,0.0355,0.036,0.065,0.085,0.215,0.28,0.2
03-27-2026 19:00,1774638000,0.036,0.036,0.06,0.085,0.22,0.28,0.19
03-27-2026 20:00,1774641600,0.036,0.036,0.065,0.1,0.22,0.285,0.2
03-27-2026 21:00,1774645200,0.0355,0.036,0.06,0.085,0.215,0.28,0.205
03-27-2026 22:00,1774648800,0.0355,0.036,0.065,0.095,0.23,0.285,0.205
03-27-2026 23:00,1774652400,0.0355,0.036,0.065,0.105,0.23,0.285,0.205
03-28-2026 00:00,1774656000,0.0355,0.036,0.065,0.105,0.23,0.285,0.19
03-28-2026 01:00,1774659600,0.0355,0.036,0.065,0.105,0.23,0.285,0.19
03-28-2026 02:00,1774663200,0.0355,0.036,0.065,0.105,0.23,0.285,0.19
03-28-2026 03:00,1774666800,0.0355,0.036,0.065,0.105,0.22,0.28,0.19
03-28-2026 04:00,1774670400,0.036,0.036,0.065,0.105,0.23,0.285,0.19
03-28-2026 05:00,1774674000,0.036,0.036,0.065,0.165,0.23,0.285,0.19
03-28-2026 06:00,1774677600,0.0775,0.0365,0.065,0.135,0.215,0.285,0.19
03-28-2026 07:00,1774681200,0.0775,0.0365,0.065,0.135,0.215,0.285,0.19
03-28-2026 08:00,1774684800,0.0775,0.0365,0.065,0.16,0.215,0.285,0.19
03-28-2026 09:00,1774688400,0.0775,0.0365,0.065,0.165,0.215,0.285,0.19
03-28-2026 10:00,1774692000,0.0775,0.0365,0.07,0.165,0.215,0.285,0.19
03-28-2026 11:00,1774695600,0.0775,0.0365,0.08,0.165,0.215,0.285,0.19
03-28-2026 12:00,1774699200,0.0775,0.0365,0.065,0.135,0.215,0.285,0.19
03-28-2026 13:00,1774702800,0.073,0.0365,0.065,0.14,0.21,0.28,0.19
03-28-2026 14:00,1774706400,0.09,0.0365,0.065,0.125,0.215,0.285,0.215
03-28-2026 15:00,1774710000,0.072,0.0365,0.065,0.14,0.21,0.28,0.21
03-28-2026 16:00,1774713600,0.083,0.0365,0.07,0.125,0.21,0.285,0.21
03-28-2026 17:00,1774717200,0.083,0.0365,0.07,0.125,0.21,0.285,0.21
03-28-2026 18:00,1774720800,0.083,0.0475,0.07,0.125,0.215,0.285,0.21
03-28-2026 19:00,1774724400,0.083,0.047,0.07,0.125,0.215,0.285,0.21
03-28-2026 20:00,1774728000,0.072,0.043,0.065,0.14,0.21,0.28,0.21
03-28-2026 21:00,1774731600,0.09,0.0475,0.07,0.125,0.215,0.285,0.21
03-28-2026 22:00,1774735200,0.09,0.047,0.065,0.125,0.215,0.285,0.21
03-28-2026 23:00,1774738800,0.0995,0.0575,0.075,0.155,0.21,0.285,0.195
03-29-2026 00:00,1774742400,0.0995,0.0575,0.075,0.155,0.215,0.285,0.195
03-29-2026 01:00,1774746000,0.099,0.0575,0.075,0.155,0.215,0.285,0.205
03-29-2026 02:00,1774749600,0.0985,0.0575,0.075,0.155,0.215,0.285,0.205
03-29-2026 03:00,1774753200,0.0975,0.0575,0.075,0.155,0.215,0.285,0.205
03-29-2026 04:00,1774756800,0.0975,0.056,0.075,0.155,0.215,0.27,0.205
03-29-2026 05:00,1774760400,0.1,0.056,0.075,0.155,0.215,0.275,0.225
03-29-2026 06:00,1774764000,0.099,0.056,0.075,0.155,0.215,0.275,0.225
03-29-2026 07:00,1774767600,0.099,0.056,0.075,0.155,0.215,0.27,0.225
03-29-2026 08:00,1774771200,0.099,0.056,0.075,0.155,0.215,0.275,0.225
03-29-2026 09:00,1774774800,0.099,0.056,0.075,0.155,0.215,0.275,0.22
03-29-2026 10:00,1774778400,0.099,0.056,0.075,0.155,0.23,0.27,0.22
03-29-2026 11:00,1774782000,0.099,0.056,0.075,0.155,0.23,0.27,0.22
03-29-2026 12:00,1774785600,0.0995,0.056,0.075,0.155,0.23,0.275,0.22
03-29-2026 13:00,1774789200,0.099,0.056,0.075,0.155,0.215,0.275,0.22
03-29-2026 14:00,1774792800,0.099,0.056,0.085,0.155,0.21,0.275,0.22
03-29-2026 15:00,1774796400,0.099,0.056,0.085,0.155,0.21,0.27,0.22
03-29-2026 16:00,1774800000,0.073,0.0515,0.085,0.135,0.21,0.27,0.215
03-29-2026 17:00,1774803600,0.055,0.0515,0.085,0.13,0.21,0.27,0.22
03-29-2026 18:00,1774807200,0.061,0.056,0.085,0.12,0.205,0.27,0.225
03-29-2026 19:00,1774810800,0.0595,0.056,0.07,0.12,0.215,0.275,0.225
03-29-2026 20:00,1774814400,0.0595,0.056,0.07,0.12,0.215,0.27,0.215
03-29-2026 21:00,1774818000,0.066,0.056,0.07,0.11,0.21,0.255,0.215
03-29-2026 22:00,1774821600,0.0485,0.056,0.07,0.11,0.21,0.255,0.215
03-29-2026 23:00,1774825200,0.0385,0.056,0.07,0.11,0.215,0.27,0.215
03-30-2026 00:00,1774828800,0.0385,0.056,0.07,0.11,0.21,0.255,0.215
03-30-2026 01:00,1774832400,0.0385,0.056,0.07,0.12,0.215,0.275,0.225
03-30-2026 02:00,1774836000,0.0385,0.056,0.07,0.11,0.205,0.255,0.225
03-30-2026 03:00,1774839600,0.0345,0.056,0.07,0.11,0.21,0.255,0.225
03-30-2026 04:00,1774843200,0.031,0.056,0.07,0.12,0.215,0.275,0.195
03-30-2026 05:00,1774846800,0.0345,0.056,0.07,0.11,0.21,0.255,0.225
03-30-2026 06:00,1774850400,0.031,0.056,0.07,0.12,0.21,0.27,0.225
03-30-2026 07:00,1774854000,0.031,0.056,0.07,0.12,0.215,0.275,0.225
03-30-2026 08:00,1774857600,0.031,0.056,0.07,0.12,0.215,0.275,0.215
03-30-2026 09:00,1774861200,0.031,0.056,0.07,0.12,0.215,0.275,0.215
03-30-2026 10:00,1774864800,0.031,0.056,0.065,0.12,0.215,0.275,0.215
03-30-2026 11:00,1774868400,0.031,0.056,0.065,0.12,0.215,0.275,0.245
03-30-2026 12:00,1774872000,0.031,0.056,0.065,0.12,0.215,0.275,0.245
03-30-2026 13:00,1774875600,0.031,0.056,0.065,0.12,0.215,0.27,0.245
03-30-2026 14:00,1774879200,0.031,0.056,0.065,0.12,0.215,0.275,0.245
03-30-2026 15:00,1774882800,0.0345,0.056,0.065,0.11,0.21,0.255,0.245
03-30-2026 16:00,1774886400,0.0315,0.056,0.07,0.12,0.215,0.275,0.245
03-30-2026 17:00,1774890000,0.0345,0.056,0.07,0.11,0.21,0.255,0.245
03-30-2026 18:00,1774893600,0.031,0.034,0.07,0.11,0.21,0.255,0.245
03-30-2026 19:00,1774897200,0.0345,0.034,0.07,0.11,0.21,0.24,0.34
03-30-2026 20:00,1774900800,0.0345,0.027,0.07,0.1,0.21,0.235,0.34
03-30-2026 21:00,1774904400,0.0315,0.027,0.07,0.11,0.21,0.245,0.345
03-30-2026 22:00,1774908000,0.031,0.032,0.07,0.12,0.215,0.245,0.37
03-30-2026 23:00,1774911600,0.0345,0.0265,0.07,0.12,0.215,0.245,0.375
03-31-2026 00:00,1774915200,0.031,0.032,0.07,0.12,0.215,0.25,0.375
03-31-2026 01:00,1774918800,0.0295,0.0335,0.07,0.12,0.215,0.24,0.305
03-31-2026 02:00,1774922400,0.0295,0.032,0.07,0.12,0.215,0.24,0.305
03-31-2026 03:00,1774926000,0.0295,0.032,0.07,0.12,0.215,0.26,0.305
03-31-2026 04:00,1774929600,0.0295,0.032,0.07,0.12,0.215,0.24,0.365
03-31-2026 05:00,1774933200,0.0295,0.032,0.07,0.12,0.215,0.24,0.275
03-31-2026 06:00,1774936800,0.0295,0.032,0.07,0.12,0.215,0.24,0.325
03-31-2026 07:00,1774940400,0.0295,0.032,0.07,0.12,0.215,0.24,0.315
03-31-2026 08:00,1774944000,0.0295,0.032,0.07,0.12,0.215,0.255,0.305
03-31-2026 09:00,1774947600,0.0295,0.032,0.07,0.12,0.215,0.255,0.305
03-31-2026 10:00,1774951200,0.0295,0.032,0.07,0.12,0.215,0.255,0.305
03-31-2026 11:00,1774954800,0.0295,0.032,0.07,0.12,0.215,0.245,0.305
03-31-2026 12:00,1774958400,0.0295,0.032,0.07,0.12,0.215,0.245,0.305
03-31-2026 13:00,1774962000,0.0295,0.032,0.07,0.12,0.23,0.245,0.325
03-31-2026 14:00,1774965600,0.0295,0.032,0.07,0.12,0.23,0.245,0.28
03-31-2026 15:00,1774969200,0.0295,0.032,0.07,0.12,0.23,0.205,0.325
03-31-2026 16:00,1774972800,0.0325,0.0265,0.07,0.105,0.225,0.215,0.32
03-31-2026 17:00,1774976400,0.0325,0.0265,0.07,0.105,0.23,0.215,0.27
03-31-2026 18:00,1774980000,0.0295,0.0335,0.07,0.1,0.23,0.215,0.27
03-31-2026 20:00,1774987200,0.0295,0.0335,0.07,0.1,0.23,0.23,0.27
03-31-2026 21:00,1774990800,0.0295,0.0265,0.07,0.1,0.21,0.23,0.28
03-31-2026 22:00,1774994400,0.0295,0.0265,0.07,0.1,0.21,0.23,0.28
03-31-2026 23:00,1774998000,0.0295,0.0265,0.07,0.105,0.235,0.23,0.28
04-01-2026 00:00,1775001600,0.0295,0.0265,0.07,0.115,0.235,0.23,0.28
04-01-2026 01:00,1775005200,0.0295,0.0395,0.0345,0.12,0.22,0.23,0.295
04-01-2026 02:00,1775008800,0.0295,0.0395,0.0345,0.12,0.22,0.23,0.295
04-01-2026 03:00,1775012400,0.0295,0.039,0.0345,0.12,0.22,0.225,0.305
04-01-2026 04:00,1775016000,0.0295,0.039,0.0345,0.12,0.22,0.225,0.305
04-01-2026 05:00,1775019600,0.0295,0.039,0.017,0.115,0.22,0.225,0.305
04-01-2026 06:00,1775023200,0.0295,0.039,0.017,0.12,0.22,0.225,0.305
04-01-2026 07:00,1775026800,0.0295,0.039,0.017,0.115,0.22,0.225,0.295
04-01-2026 08:00,1775030400,0.0295,0.039,0.017,0.12,0.22,0.23,0.275
04-01-2026 09:00,1775034000,0.0295,0.039,0.017,0.12,0.22,0.23,0.275
04-01-2026 10:00,1775037600,0.0295,0.039,0.017,0.12,0.22,0.23,0.275
04-01-2026 11:00,1775041200,0.0295,0.039,0.017,0.12,0.26,0.23,0.275
04-01-2026 12:00,1775044800,0.0295,0.039,0.017,0.075,0.26,0.23,0.275
04-01-2026 13:00,1775048400,0.0295,0.039,0.0165,0.105,0.26,0.305,0.345
04-01-2026 14:00,1775052000,0.0295,0.039,0.016,0.105,0.26,0.315,0.34
04-01-2026 15:00,1775055600,0.0325,0.0305,0.016,0.1,0.225,0.245,0.295
04-01-2026 16:00,1775059200,0.03,0.033,0.016,0.09,0.23,0.315,0.31
04-01-2026 17:00,1775062800,0.0295,0.0355,0.016,0.09,0.23,0.315,0.31
04-01-2026 18:00,1775066400,0.0295,0.0355,0.0155,0.085,0.23,0.325,0.31
04-01-2026 19:00,1775070000,0.0295,0.036,0.0155,0.085,0.245,0.335,0.305
04-01-2026 20:00,1775073600,0.0325,0.0305,0.0155,0.085,0.22,0.25,0.285
04-01-2026 21:00,1775077200,0.0325,0.0305,0.015,0.085,0.22,0.25,0.31
04-01-2026 22:00,1775080800,0.0065,0.03,0.015,0.085,0.22,0.335,0.31
04-01-2026 23:00,1775084400,0.0065,0.031,0.015,0.085,0.245,0.325,0.315
04-02-2026 00:00,1775088000,0.0065,0.0315,0.015,0.085,0.245,0.34,0.305
04-02-2026 01:00,1775091600,0.005,0.0315,0.015,0.075,0.245,0.34,0.305
04-02-2026 02:00,1775095200,0.005,0.032,0.0225,0.075,0.245,0.325,0.31
04-02-2026 03:00,1775098800,0.005,0.032,0.0225,0.075,0.245,0.355,0.31
04-02-2026 04:00,1775102400,0.005,0.039,0.033,0.09,0.215,0.335,0.32
04-02-2026 05:00,1775106000,0.0055,0.039,0.0325,0.09,0.215,0.34,0.32
04-02-2026 06:00,1775109600,0.006,0.039,0.0325,0.09,0.215,0.33,0.32
04-02-2026 07:00,1775113200,0.0065,0.039,0.033,0.09,0.215,0.34,0.29
04-02-2026 08:00,1775116800,0.0065,0.039,0.033,0.09,0.215,0.34,0.29
04-02-2026 09:00,1775120400,0.0065,0.039,0.033,0.09,0.215,0.34,0.28
04-02-2026 10:00,1775124000,0.006,0.039,0.033,0.09,0.215,0.35,0.28
04-02-2026 11:00,1775127600,0.006,0.039,0.033,0.09,0.215,0.37,0.28
04-02-2026 12:00,1775131200,0.006,0.039,0.033,0.09,0.215,0.37,0.28
04-02-2026 13:00,1775134800,0.0125,0.039,0.033,0.09,0.215,0.25,0.28
04-02-2026 14:00,1775138400,0.009,0.03,0.033,0.09,0.185,0.35,0.28
04-02-2026 15:00,1775142000,0.009,0.03,0.0315,0.09,0.185,0.35,0.28
04-02-2026 16:00,1775145600,0.009,0.03,0.0325,0.09,0.185,0.35,0.28
04-02-2026 17:00,1775149200,0.0075,0.039,0.0315,0.1,0.215,0.345,0.28
04-02-2026 18:00,1775152800,0.011,0.0205,0.0225,0.1,0.215,0.25,0.335
04-02-2026 19:00,1775156400,0.007,0.039,0.013,0.095,0.215,0.335,0.36
04-02-2026 20:00,1775160000,0.0105,0.0305,0.015,0.09,0.215,0.25,0.33
04-02-2026 21:00,1775163600,0.0065,0.0305,0.015,0.09,0.195,0.245,0.33
04-02-2026 22:00,1775167200,0.0065,0.039,0.011,0.075,0.195,0.25,0.4
04-02-2026 23:00,1775170800,0.007,0.039,0.009,0.075,0.195,0.25,0.395
04-03-2026 00:00,1775174400,0.007,0.039,0.009,0.075,0.195,0.25,0.395
04-03-2026 01:00,1775178000,0.0065,0.039,0.0105,0.075,0.195,0.25,0.395
04-03-2026 02:00,1775181600,0.0065,0.039,0.0105,0.075,0.195,0.25,0.39
04-03-2026 03:00,1775185200,0.0065,0.039,0.0105,0.075,0.195,0.25,0.39
04-03-2026 04:00,1775188800,0.0065,0.039,0.0105,0.13,0.195,0.255,0.365
04-03-2026 05:00,1775192400,0.0065,0.039,0.0105,0.13,0.195,0.255,0.365
04-03-2026 07:00,1775199600,0.0075,0.034,0.011,0.125,0.215,0.365,0.35
04-03-2026 08:00,1775203200,0.0075,0.034,0.011,0.125,0.215,0.405,0.35
04-03-2026 09:00,1775206800,0.0075,0.034,0.011,0.125,0.215,0.41,0.35
04-03-2026 10:00,1775210400,0.0075,0.034,0.011,0.125,0.215,0.43,0.325
04-03-2026 11:00,1775214000,0.0145,0.035,0.041,0.125,0.26,0.355,0.325
04-03-2026 12:00,1775217600,0.0135,0.0355,0.041,0.175,0.26,0.42,0.37
04-03-2026 13:00,1775221200,0.0005,0.0005,0.041,0.0005,0.0005,0.0005,0.9995
04-03-2026 14:00,1775224800,0.0005,0.0005,0.041,0.0005,0.0005,0.0005,0.9995
