Date (UTC),Timestamp (UTC),<1.0%,1.0–1.5%,1.5–2.0%,2.0–2.5%,2.5–3.0%,3.0–3.5%,≥3.5%
01-24-2026 22:00,1769292000,0.172,0.015,0.05,0.105,0.05,0.135,0.55
01-24-2026 23:00,1769295600,0.172,0.0155,0.05,0.11,0.05,0.135,0.55
01-25-2026 00:00,1769299200,0.1665,0.015,0.05,0.1,0.045,0.13,0.555
01-25-2026 01:00,1769302800,0.1675,0.015,0.05,0.1,0.045,0.13,0.555
01-25-2026 02:00,1769306400,0.1635,0.015,0.05,0.095,0.045,0.13,0.555
01-25-2026 03:00,1769310000,0.1845,0.015,0.055,0.095,0.055,0.13,0.555
01-25-2026 04:00,1769313600,0.1795,0.0235,0.05,0.09,0.055,0.125,0.555
01-25-2026 05:00,1769317200,0.1785,0.0235,0.055,0.09,0.055,0.125,0.555
01-25-2026 06:00,1769320800,0.184,0.0235,0.055,0.1,0.055,0.125,0.555
01-25-2026 07:00,1769324400,0.18,0.0235,0.055,0.095,0.055,0.125,0.555
01-25-2026 08:00,1769328000,0.182,0.0235,0.055,0.095,0.05,0.125,0.555
01-25-2026 09:00,1769331600,0.192,0.0235,0.055,0.09,0.055,0.125,0.555
01-25-2026 10:00,1769335200,0.2245,0.026,0.05,0.08,0.05,0.12,0.545
01-25-2026 11:00,1769338800,0.2075,0.022,0.04,0.08,0.04,0.12,0.545
01-25-2026 12:00,1769342400,0.2075,0.021,0.04,0.08,0.026,0.12,0.545
01-25-2026 13:00,1769346000,0.231,0.017,0.04,0.08,0.0305,0.12,0.55
01-25-2026 14:00,1769349600,0.24,0.0165,0.04,0.08,0.0305,0.12,0.545
01-25-2026 15:00,1769353200,0.2345,0.028,0.04,0.085,0.0305,0.115,0.54
01-25-2026 16:00,1769356800,0.2265,0.0285,0.04,0.085,0.0305,0.115,0.54
01-25-2026 17:00,1769360400,0.2295,0.0285,0.04,0.095,0.0305,0.115,0.54
01-25-2026 18:00,1769364000,0.2305,0.0285,0.04,0.12,0.0305,0.115,0.55
01-25-2026 19:00,1769367600,0.2305,0.0285,0.04,0.135,0.0305,0.115,0.55
01-25-2026 20:00,1769371200,0.2305,0.0285,0.04,0.16,0.0305,0.115,0.55
01-25-2026 21:00,1769374800,0.2305,0.0285,0.04,0.11,0.0305,0.115,0.55
01-25-2026 22:00,1769378400,0.2305,0.0285,0.04,0.135,0.0305,0.115,0.55
01-25-2026 23:00,1769382000,0.2305,0.0285,0.04,0.125,0.0305,0.115,0.55
01-26-2026 00:00,1769385600,0.2305,0.0285,0.04,0.12,0.0305,0.115,0.55
01-26-2026 01:00,1769389200,0.2305,0.0285,0.04,0.105,0.031,0.115,0.55
01-26-2026 02:00,1769392800,0.2305,0.0285,0.04,0.15,0.031,0.115,0.55
01-26-2026 03:00,1769396400,0.2305,0.0285,0.04,0.1,0.031,0.115,0.55
01-26-2026 04:00,1769400000,0.2305,0.0285,0.04,0.11,0.031,0.115,0.55
01-26-2026 05:00,1769403600,0.2305,0.0285,0.04,0.135,0.031,0.115,0.55
01-26-2026 06:00,1769407200,0.2305,0.0285,0.04,0.145,0.031,0.115,0.55
01-26-2026 07:00,1769410800,0.2305,0.0285,0.04,0.14,0.031,0.115,0.55
01-26-2026 08:00,1769414400,0.2305,0.0285,0.04,0.11,0.031,0.115,0.55
01-26-2026 09:00,1769418000,0.2305,0.0285,0.04,0.285,0.031,0.115,0.565
01-26-2026 10:00,1769421600,0.2305,0.029,0.04,0.115,0.031,0.115,0.55
01-26-2026 11:00,1769425200,0.2305,0.0295,0.04,0.095,0.031,0.115,0.545
01-26-2026 12:00,1769428800,0.2305,0.0295,0.04,0.095,0.031,0.115,0.545
01-26-2026 13:00,1769432400,0.2305,0.0295,0.04,0.125,0.031,0.115,0.545
01-26-2026 14:00,1769436000,0.2305,0.0295,0.04,0.155,0.031,0.115,0.545
01-26-2026 15:00,1769439600,0.2305,0.0295,0.04,0.115,0.031,0.115,0.545
01-26-2026 16:00,1769443200,0.2305,0.0295,0.04,0.095,0.031,0.115,0.545
01-26-2026 17:00,1769446800,0.2305,0.03,0.04,0.095,0.031,0.115,0.54
01-26-2026 18:00,1769450400,0.2305,0.031,0.04,0.095,0.031,0.115,0.54
01-26-2026 19:00,1769454000,0.2305,0.031,0.04,0.085,0.031,0.115,0.54
01-26-2026 20:00,1769457600,0.2305,0.031,0.04,0.085,0.031,0.115,0.54
01-26-2026 21:00,1769461200,0.2305,0.0315,0.04,0.09,0.031,0.115,0.54
01-26-2026 22:00,1769464800,0.2305,0.031,0.04,0.045,0.031,0.095,0.54
01-26-2026 23:00,1769468400,0.2305,0.031,0.04,0.115,0.046,0.09,0.555
01-27-2026 00:00,1769472000,0.2305,0.031,0.05,0.115,0.046,0.09,0.56
01-27-2026 01:00,1769475600,0.2305,0.031,0.05,0.12,0.046,0.09,0.535
01-27-2026 02:00,1769479200,0.2305,0.031,0.05,0.185,0.046,0.09,0.535
01-27-2026 03:00,1769482800,0.2415,0.031,0.05,0.07,0.046,0.09,0.535
01-27-2026 04:00,1769486400,0.2375,0.031,0.07,0.17,0.046,0.09,0.535
01-27-2026 05:00,1769490000,0.2375,0.031,0.11,0.13,0.046,0.09,0.535
01-27-2026 06:00,1769493600,0.2375,0.031,0.12,0.115,0.046,0.09,0.535
01-27-2026 07:00,1769497200,0.2375,0.031,0.11,0.145,0.046,0.09,0.535
01-27-2026 08:00,1769500800,0.2375,0.031,0.11,0.135,0.046,0.09,0.535
01-27-2026 09:00,1769504400,0.2285,0.031,0.105,0.12,0.046,0.09,0.535
01-27-2026 10:00,1769508000,0.206,0.031,0.125,0.2,0.046,0.09,0.535
01-27-2026 11:00,1769511600,0.241,0.031,0.105,0.205,0.046,0.09,0.535
01-27-2026 12:00,1769515200,0.241,0.031,0.12,0.14,0.046,0.09,0.535
01-27-2026 13:00,1769518800,0.2405,0.031,0.11,0.14,0.046,0.09,0.535
01-27-2026 14:00,1769522400,0.2405,0.031,0.125,0.155,0.046,0.09,0.56
01-27-2026 15:00,1769526000,0.2405,0.031,0.13,0.15,0.046,0.09,0.55
01-27-2026 16:00,1769529600,0.2395,0.031,0.105,0.14,0.046,0.09,0.535
01-27-2026 17:00,1769533200,0.2395,0.031,0.12,0.12,0.046,0.09,0.535
01-27-2026 18:00,1769536800,0.26,0.031,0.12,0.27,0.046,0.09,0.535
01-27-2026 19:00,1769540400,0.251,0.031,0.12,0.27,0.046,0.09,0.535
01-27-2026 20:00,1769544000,0.245,0.031,0.12,0.27,0.046,0.09,0.535
01-27-2026 21:00,1769547600,0.271,0.031,0.12,0.115,0.046,0.09,0.535
01-27-2026 22:00,1769551200,0.23,0.031,0.12,0.16,0.046,0.09,0.535
01-27-2026 23:00,1769554800,0.1965,0.031,0.115,0.215,0.046,0.09,0.53
01-28-2026 00:00,1769558400,0.1615,0.031,0.12,0.17,0.046,0.09,0.53
01-28-2026 01:00,1769562000,0.1575,0.031,0.095,0.14,0.046,0.09,0.525
01-28-2026 02:00,1769565600,0.1495,0.031,0.09,0.165,0.046,0.09,0.525
01-28-2026 03:00,1769569200,0.139,0.031,0.09,0.22,0.046,0.09,0.505
01-28-2026 04:00,1769572800,0.1345,0.031,0.115,0.22,0.046,0.09,0.505
01-28-2026 05:00,1769576400,0.141,0.031,0.1,0.21,0.046,0.09,0.505
01-28-2026 06:00,1769580000,0.1435,0.031,0.12,0.21,0.046,0.095,0.505
01-28-2026 07:00,1769583600,0.163,0.031,0.12,0.21,0.046,0.095,0.505
01-28-2026 08:00,1769587200,0.1665,0.031,0.12,0.16,0.046,0.095,0.51
01-28-2026 09:00,1769590800,0.1705,0.031,0.12,0.15,0.046,0.095,0.515
01-28-2026 10:00,1769594400,0.169,0.031,0.12,0.145,0.046,0.095,0.525
01-28-2026 11:00,1769598000,0.1145,0.031,0.13,0.22,0.046,0.09,0.5
01-28-2026 12:00,1769601600,0.112,0.031,0.13,0.215,0.046,0.09,0.5
01-28-2026 13:00,1769605200,0.112,0.031,0.13,0.215,0.046,0.09,0.5
01-28-2026 14:00,1769608800,0.1145,0.031,0.13,0.215,0.046,0.09,0.5
01-28-2026 15:00,1769612400,0.1165,0.031,0.13,0.215,0.046,0.09,0.5
01-28-2026 16:00,1769616000,0.1155,0.031,0.13,0.215,0.046,0.09,0.5
01-28-2026 17:00,1769619600,0.1265,0.031,0.13,0.195,0.046,0.09,0.51
01-28-2026 18:00,1769623200,0.117,0.031,0.14,0.18,0.046,0.09,0.52
01-28-2026 19:00,1769626800,0.1295,0.031,0.14,0.175,0.046,0.09,0.485
01-28-2026 20:00,1769630400,0.132,0.031,0.14,0.165,0.046,0.09,0.505
01-28-2026 21:00,1769634000,0.1375,0.031,0.15,0.155,0.046,0.09,0.48
01-28-2026 22:00,1769637600,0.1405,0.031,0.15,0.28,0.046,0.09,0.5
01-28-2026 23:00,1769641200,0.14,0.031,0.145,0.18,0.046,0.09,0.49
01-29-2026 00:00,1769644800,0.1405,0.031,0.15,0.15,0.046,0.09,0.5
01-29-2026 01:00,1769648400,0.1405,0.031,0.145,0.125,0.046,0.09,0.475
01-29-2026 02:00,1769652000,0.1405,0.031,0.145,0.11,0.046,0.09,0.48
01-29-2026 03:00,1769655600,0.1405,0.031,0.15,0.17,0.046,0.09,0.495
01-29-2026 04:00,1769659200,0.141,0.031,0.15,0.165,0.046,0.09,0.485
01-29-2026 05:00,1769662800,0.141,0.0315,0.145,0.21,0.0465,0.09,0.485
01-29-2026 06:00,1769666400,0.141,0.0315,0.145,0.2,0.0465,0.09,0.49
01-29-2026 07:00,1769670000,0.141,0.032,0.145,0.21,0.047,0.09,0.485
01-29-2026 08:00,1769673600,0.141,0.032,0.145,0.21,0.047,0.09,0.505
01-29-2026 09:00,1769677200,0.141,0.0315,0.145,0.22,0.0465,0.09,0.48
01-29-2026 10:00,1769680800,0.144,0.0315,0.15,0.28,0.0465,0.09,0.485
01-29-2026 11:00,1769684400,0.144,0.0315,0.145,0.215,0.0465,0.09,0.5
01-29-2026 12:00,1769688000,0.2375,0.0315,0.15,0.22,0.0465,0.09,0.495
01-29-2026 13:00,1769691600,0.2165,0.032,0.145,0.21,0.047,0.09,0.485
01-29-2026 14:00,1769695200,0.254,0.032,0.145,0.165,0.047,0.09,0.5
01-29-2026 15:00,1769698800,0.227,0.032,0.145,0.15,0.047,0.09,0.495
01-29-2026 16:00,1769702400,0.214,0.032,0.15,0.225,0.047,0.09,0.495
01-29-2026 17:00,1769706000,0.238,0.032,0.15,0.19,0.047,0.09,0.495
01-29-2026 18:00,1769709600,0.213,0.032,0.15,0.16,0.047,0.09,0.49
01-29-2026 19:00,1769713200,0.207,0.032,0.15,0.17,0.047,0.09,0.5
01-29-2026 20:00,1769716800,0.2015,0.032,0.145,0.22,0.047,0.09,0.485
01-29-2026 21:00,1769720400,0.184,0.032,0.145,0.165,0.047,0.09,0.485
01-29-2026 22:00,1769724000,0.178,0.0325,0.15,0.175,0.0475,0.09,0.485
01-29-2026 23:00,1769727600,0.172,0.0345,0.145,0.19,0.0535,0.09,0.485
01-30-2026 00:00,1769731200,0.1645,0.036,0.145,0.165,0.056,0.09,0.485
01-30-2026 01:00,1769734800,0.1635,0.0355,0.145,0.165,0.0525,0.09,0.495
01-30-2026 02:00,1769738400,0.1635,0.036,0.145,0.17,0.056,0.09,0.5
01-30-2026 03:00,1769742000,0.1605,0.036,0.145,0.165,0.055,0.09,0.51
01-30-2026 04:00,1769745600,0.207,0.0365,0.135,0.17,0.055,0.09,0.51
01-30-2026 05:00,1769749200,0.1925,0.0365,0.145,0.165,0.052,0.09,0.505
01-30-2026 06:00,1769752800,0.1795,0.0365,0.145,0.17,0.055,0.09,0.49
01-30-2026 07:00,1769756400,0.169,0.0365,0.145,0.175,0.055,0.09,0.505
01-30-2026 08:00,1769760000,0.1405,0.0365,0.145,0.135,0.055,0.09,0.5
01-30-2026 09:00,1769763600,0.1405,0.0365,0.145,0.145,0.055,0.09,0.46
01-30-2026 10:00,1769767200,0.1405,0.037,0.145,0.14,0.054,0.09,0.465
01-30-2026 11:00,1769770800,0.1405,0.0365,0.105,0.14,0.056,0.09,0.455
01-30-2026 12:00,1769774400,0.1405,0.0375,0.145,0.135,0.057,0.09,0.46
01-30-2026 13:00,1769778000,0.1405,0.0375,0.145,0.135,0.057,0.09,0.47
01-30-2026 14:00,1769781600,0.1405,0.0375,0.145,0.115,0.0465,0.09,0.495
01-30-2026 15:00,1769785200,0.1405,0.0375,0.145,0.135,0.0465,0.09,0.505
01-30-2026 16:00,1769788800,0.1405,0.0375,0.145,0.12,0.0465,0.09,0.475
01-30-2026 17:00,1769792400,0.133,0.0375,0.145,0.125,0.0465,0.09,0.46
01-30-2026 18:00,1769796000,0.1305,0.0375,0.145,0.135,0.0465,0.09,0.49
01-30-2026 19:00,1769799600,0.131,0.0375,0.145,0.125,0.0465,0.09,0.465
01-30-2026 20:00,1769803200,0.125,0.0375,0.145,0.14,0.0465,0.09,0.465
01-30-2026 21:00,1769806800,0.13,0.0375,0.12,0.125,0.0465,0.09,0.46
01-30-2026 22:00,1769810400,0.1305,0.0375,0.145,0.125,0.0465,0.09,0.47
01-30-2026 23:00,1769814000,0.1245,0.0375,0.145,0.13,0.0465,0.09,0.47
01-31-2026 00:00,1769817600,0.126,0.0375,0.145,0.125,0.0465,0.09,0.5
01-31-2026 01:00,1769821200,0.1255,0.0375,0.135,0.135,0.0465,0.09,0.46
01-31-2026 02:00,1769824800,0.1255,0.0375,0.12,0.125,0.0465,0.09,0.5
01-31-2026 03:00,1769828400,0.1255,0.0375,0.11,0.14,0.0465,0.09,0.525
01-31-2026 04:00,1769832000,0.1255,0.0375,0.12,0.125,0.046,0.09,0.495
01-31-2026 05:00,1769835600,0.1255,0.0375,0.125,0.125,0.046,0.09,0.51
01-31-2026 06:00,1769839200,0.1255,0.0375,0.125,0.135,0.046,0.09,0.465
01-31-2026 07:00,1769842800,0.1255,0.0375,0.125,0.125,0.046,0.09,0.47
01-31-2026 08:00,1769846400,0.1255,0.0375,0.125,0.125,0.046,0.09,0.47
01-31-2026 09:00,1769850000,0.1255,0.0375,0.125,0.125,0.046,0.09,0.46
01-31-2026 10:00,1769853600,0.1255,0.0375,0.125,0.125,0.046,0.09,0.45
01-31-2026 11:00,1769857200,0.1255,0.0375,0.13,0.135,0.046,0.09,0.485
01-31-2026 12:00,1769860800,0.1255,0.0375,0.13,0.135,0.046,0.09,0.45
01-31-2026 13:00,1769864400,0.12,0.0375,0.12,0.135,0.046,0.09,0.46
01-31-2026 14:00,1769868000,0.12,0.0375,0.12,0.135,0.046,0.09,0.465
01-31-2026 15:00,1769871600,0.12,0.0375,0.12,0.14,0.046,0.09,0.45
01-31-2026 16:00,1769875200,0.12,0.0375,0.115,0.14,0.0465,0.09,0.45
01-31-2026 17:00,1769878800,0.12,0.0375,0.105,0.135,0.048,0.095,0.495
01-31-2026 18:00,1769882400,0.1195,0.0375,0.1,0.135,0.0525,0.095,0.49
01-31-2026 19:00,1769886000,0.116,0.0375,0.1,0.115,0.055,0.095,0.49
01-31-2026 20:00,1769889600,0.116,0.0375,0.12,0.13,0.0565,0.095,0.51
01-31-2026 21:00,1769893200,0.1135,0.0375,0.115,0.12,0.0515,0.095,0.47
01-31-2026 22:00,1769896800,0.1105,0.0375,0.1,0.115,0.054,0.095,0.515
01-31-2026 23:00,1769900400,0.109,0.0375,0.1,0.12,0.0515,0.095,0.495
02-01-2026 00:00,1769904000,0.1205,0.0375,0.1,0.13,0.0545,0.095,0.47
02-01-2026 02:00,1769911200,0.1325,0.0375,0.105,0.125,0.0545,0.1,0.495
02-01-2026 03:00,1769914800,0.117,0.0375,0.09,0.105,0.053,0.1,0.495
02-01-2026 04:00,1769918400,0.117,0.0375,0.1,0.09,0.0515,0.1,0.455
02-01-2026 05:00,1769922000,0.1255,0.0375,0.09,0.12,0.0555,0.1,0.455
02-01-2026 06:00,1769925600,0.126,0.0375,0.09,0.135,0.0555,0.1,0.455
02-01-2026 07:00,1769929200,0.131,0.0375,0.09,0.135,0.0555,0.1,0.46
02-01-2026 08:00,1769932800,0.125,0.0375,0.09,0.115,0.0525,0.1,0.47
02-01-2026 09:00,1769936400,0.124,0.0375,0.09,0.09,0.0555,0.1,0.495
02-01-2026 10:00,1769940000,0.115,0.038,0.12,0.13,0.0525,0.1,0.5
02-01-2026 11:00,1769943600,0.125,0.038,0.115,0.135,0.053,0.1,0.465
02-01-2026 12:00,1769947200,0.1205,0.038,0.115,0.14,0.056,0.19,0.46
02-01-2026 13:00,1769950800,0.132,0.0395,0.12,0.14,0.0605,0.18,0.49
02-01-2026 14:00,1769954400,0.1405,0.041,0.13,0.145,0.066,0.145,0.475
02-01-2026 15:00,1769958000,0.12,0.0965,0.13,0.14,0.0655,0.14,0.475
02-01-2026 16:00,1769961600,0.1145,0.085,0.135,0.14,0.0655,0.135,0.475
02-01-2026 17:00,1769965200,0.1155,0.085,0.13,0.155,0.0655,0.135,0.48
02-01-2026 18:00,1769968800,0.13,0.0845,0.13,0.15,0.0655,0.135,0.47
02-01-2026 19:00,1769972400,0.1255,0.0845,0.13,0.15,0.0655,0.135,0.49
02-01-2026 20:00,1769976000,0.119,0.0835,0.13,0.15,0.0655,0.135,0.485
02-01-2026 21:00,1769979600,0.115,0.0825,0.135,0.15,0.066,0.135,0.48
02-01-2026 22:00,1769983200,0.117,0.08,0.13,0.15,0.066,0.135,0.48
02-01-2026 23:00,1769986800,0.13,0.08,0.13,0.15,0.0655,0.135,0.48
02-02-2026 00:00,1769990400,0.1235,0.079,0.13,0.15,0.0655,0.135,0.48
02-02-2026 01:00,1769994000,0.1195,0.0795,0.13,0.15,0.0655,0.135,0.48
02-02-2026 02:00,1769997600,0.111,0.0785,0.115,0.15,0.066,0.13,0.47
02-02-2026 03:00,1770001200,0.127,0.078,0.115,0.15,0.066,0.15,0.48
02-02-2026 04:00,1770004800,0.116,0.078,0.125,0.155,0.0655,0.145,0.48
02-02-2026 05:00,1770008400,0.1325,0.078,0.125,0.155,0.0655,0.145,0.485
02-02-2026 06:00,1770012000,0.1345,0.078,0.13,0.15,0.0655,0.13,0.47
02-02-2026 07:00,1770015600,0.127,0.077,0.13,0.155,0.0655,0.135,0.47
02-02-2026 08:00,1770019200,0.113,0.076,0.12,0.155,0.0655,0.145,0.475
02-02-2026 09:00,1770022800,0.132,0.0755,0.11,0.145,0.0655,0.155,0.47
02-02-2026 10:00,1770026400,0.12,0.0905,0.1,0.145,0.0655,0.145,0.47
02-02-2026 11:00,1770030000,0.12,0.0845,0.1,0.145,0.0655,0.145,0.475
02-02-2026 12:00,1770033600,0.118,0.0795,0.1,0.145,0.0655,0.145,0.47
02-02-2026 13:00,1770037200,0.128,0.0795,0.12,0.15,0.0655,0.145,0.47
02-02-2026 14:00,1770040800,0.1185,0.107,0.105,0.145,0.0655,0.145,0.47
02-02-2026 15:00,1770044400,0.128,0.0985,0.125,0.155,0.0655,0.17,0.47
02-02-2026 16:00,1770048000,0.119,0.0925,0.13,0.16,0.0655,0.155,0.475
02-02-2026 17:00,1770051600,0.127,0.0955,0.125,0.16,0.0655,0.155,0.475
02-02-2026 18:00,1770055200,0.136,0.0945,0.12,0.155,0.0655,0.16,0.49
02-02-2026 19:00,1770058800,0.1195,0.0955,0.1,0.155,0.0655,0.16,0.47
02-02-2026 20:00,1770062400,0.123,0.082,0.1,0.15,0.0655,0.16,0.47
02-02-2026 21:00,1770066000,0.1365,0.0805,0.105,0.15,0.108,0.15,0.475
02-02-2026 22:00,1770069600,0.1235,0.081,0.105,0.155,0.1055,0.15,0.475
02-02-2026 23:00,1770073200,0.1355,0.08,0.11,0.155,0.098,0.155,0.475
02-03-2026 00:00,1770076800,0.1255,0.08,0.11,0.155,0.096,0.15,0.475
02-03-2026 01:00,1770080400,0.121,0.1015,0.115,0.15,0.101,0.15,0.475
02-03-2026 02:00,1770084000,0.1255,0.0925,0.115,0.15,0.112,0.165,0.47
02-03-2026 03:00,1770087600,0.115,0.0915,0.115,0.15,0.109,0.16,0.47
02-03-2026 04:00,1770091200,0.111,0.0915,0.115,0.155,0.108,0.16,0.475
02-03-2026 05:00,1770094800,0.12,0.0905,0.115,0.155,0.106,0.165,0.475
02-03-2026 06:00,1770098400,0.1245,0.09,0.115,0.155,0.105,0.165,0.475
02-03-2026 07:00,1770102000,0.123,0.0895,0.115,0.15,0.1035,0.165,0.475
02-03-2026 08:00,1770105600,0.121,0.0895,0.115,0.145,0.1055,0.18,0.47
02-03-2026 09:00,1770109200,0.125,0.0895,0.125,0.145,0.1055,0.17,0.47
02-03-2026 10:00,1770112800,0.1195,0.0895,0.14,0.145,0.112,0.165,0.47
02-03-2026 11:00,1770116400,0.1255,0.0895,0.14,0.145,0.11,0.16,0.47
02-03-2026 12:00,1770120000,0.129,0.089,0.135,0.14,0.1095,0.165,0.47
02-03-2026 13:00,1770123600,0.1215,0.0865,0.13,0.14,0.1085,0.165,0.47
02-03-2026 14:00,1770127200,0.1185,0.0865,0.13,0.135,0.1075,0.165,0.47
02-03-2026 15:00,1770130800,0.137,0.086,0.13,0.135,0.1085,0.165,0.47
02-03-2026 16:00,1770134400,0.1335,0.086,0.13,0.14,0.107,0.165,0.47
02-03-2026 17:00,1770138000,0.122,0.085,0.135,0.14,0.104,0.16,0.47
02-03-2026 18:00,1770141600,0.1185,0.085,0.135,0.135,0.104,0.16,0.455
02-03-2026 19:00,1770145200,0.1365,0.0845,0.13,0.135,0.104,0.16,0.445
02-03-2026 20:00,1770148800,0.1345,0.0845,0.135,0.135,0.1035,0.16,0.445
02-03-2026 21:00,1770152400,0.1315,0.0845,0.135,0.135,0.1035,0.16,0.445
02-03-2026 22:00,1770156000,0.1245,0.0845,0.14,0.135,0.1035,0.16,0.445
02-03-2026 23:00,1770159600,0.1355,0.0845,0.14,0.135,0.1035,0.16,0.445
02-04-2026 00:00,1770163200,0.132,0.0845,0.135,0.135,0.1035,0.16,0.445
02-04-2026 01:00,1770166800,0.1295,0.0845,0.14,0.14,0.1035,0.16,0.445
02-04-2026 02:00,1770170400,0.1305,0.0845,0.14,0.14,0.1035,0.16,0.46
02-04-2026 03:00,1770174000,0.127,0.0845,0.14,0.14,0.1035,0.16,0.45
02-04-2026 04:00,1770177600,0.1265,0.0845,0.14,0.14,0.1035,0.16,0.445
02-04-2026 05:00,1770181200,0.1375,0.0845,0.14,0.14,0.1035,0.16,0.45
02-04-2026 06:00,1770184800,0.135,0.0845,0.14,0.14,0.1035,0.16,0.445
02-04-2026 07:00,1770188400,0.137,0.085,0.135,0.135,0.1035,0.16,0.445
02-04-2026 08:00,1770192000,0.1325,0.085,0.13,0.15,0.1045,0.245,0.445
02-04-2026 09:00,1770195600,0.128,0.085,0.125,0.15,0.1045,0.22,0.445
02-04-2026 10:00,1770199200,0.1335,0.084,0.125,0.15,0.103,0.205,0.445
02-04-2026 11:00,1770202800,0.136,0.084,0.125,0.15,0.103,0.21,0.445
02-04-2026 12:00,1770206400,0.137,0.0755,0.125,0.145,0.0955,0.195,0.445
02-04-2026 13:00,1770210000,0.1365,0.0715,0.125,0.145,0.091,0.205,0.45
02-04-2026 14:00,1770213600,0.133,0.0715,0.125,0.145,0.091,0.2,0.46
02-04-2026 15:00,1770217200,0.1275,0.0785,0.125,0.145,0.091,0.175,0.46
02-04-2026 16:00,1770220800,0.1295,0.079,0.12,0.145,0.093,0.165,0.455
02-04-2026 17:00,1770224400,0.1265,0.0835,0.12,0.155,0.091,0.165,0.45
02-04-2026 18:00,1770228000,0.1165,0.0785,0.115,0.15,0.0875,0.165,0.46
02-04-2026 19:00,1770231600,0.1215,0.0755,0.115,0.15,0.087,0.165,0.465
02-04-2026 20:00,1770235200,0.127,0.0725,0.12,0.14,0.087,0.16,0.475
02-04-2026 21:00,1770238800,0.0825,0.084,0.12,0.14,0.0895,0.17,0.475
02-04-2026 22:00,1770242400,0.084,0.084,0.12,0.155,0.0915,0.18,0.48
02-04-2026 23:00,1770246000,0.0835,0.083,0.12,0.155,0.0915,0.175,0.515
02-05-2026 00:00,1770249600,0.0825,0.083,0.12,0.155,0.095,0.17,0.495
02-05-2026 01:00,1770253200,0.0885,0.083,0.12,0.155,0.095,0.17,0.475
02-05-2026 02:00,1770256800,0.083,0.083,0.12,0.155,0.092,0.17,0.5
02-05-2026 03:00,1770260400,0.084,0.083,0.125,0.15,0.0945,0.175,0.5
02-05-2026 04:00,1770264000,0.0885,0.0845,0.12,0.15,0.093,0.175,0.475
02-05-2026 05:00,1770267600,0.0985,0.0845,0.12,0.15,0.0935,0.185,0.465
02-05-2026 06:00,1770271200,0.0975,0.0845,0.125,0.15,0.093,0.185,0.46
02-05-2026 07:00,1770274800,0.0965,0.0845,0.12,0.15,0.0915,0.185,0.445
02-05-2026 08:00,1770278400,0.0945,0.1145,0.12,0.155,0.093,0.17,0.48
02-05-2026 09:00,1770282000,0.0685,0.118,0.135,0.15,0.123,0.18,0.455
02-05-2026 10:00,1770285600,0.0615,0.118,0.115,0.145,0.1215,0.2,0.455
02-05-2026 11:00,1770289200,0.0595,0.118,0.115,0.15,0.1685,0.2,0.46
02-05-2026 12:00,1770292800,0.0545,0.1395,0.115,0.15,0.157,0.215,0.47
02-05-2026 13:00,1770296400,0.05,0.127,0.145,0.155,0.1555,0.2,0.465
02-05-2026 14:00,1770300000,0.0495,0.1295,0.14,0.155,0.153,0.205,0.47
02-05-2026 15:00,1770303600,0.049,0.1265,0.145,0.155,0.1615,0.205,0.465
02-05-2026 16:00,1770307200,0.049,0.129,0.15,0.155,0.1585,0.205,0.455
02-05-2026 17:00,1770310800,0.0485,0.129,0.145,0.155,0.194,0.21,0.455
02-05-2026 18:00,1770314400,0.0495,0.127,0.135,0.155,0.1745,0.205,0.475
02-05-2026 19:00,1770318000,0.0495,0.1065,0.125,0.15,0.131,0.18,0.515
02-05-2026 20:00,1770321600,0.0495,0.101,0.115,0.15,0.1235,0.18,0.5
02-05-2026 21:00,1770325200,0.0495,0.1015,0.115,0.15,0.1355,0.185,0.5
02-05-2026 22:00,1770328800,0.0495,0.102,0.115,0.155,0.145,0.185,0.495
02-05-2026 23:00,1770332400,0.0495,0.102,0.115,0.15,0.141,0.185,0.505
02-06-2026 00:00,1770336000,0.049,0.102,0.115,0.155,0.1375,0.185,0.515
02-06-2026 01:00,1770339600,0.049,0.1225,0.115,0.15,0.149,0.19,0.465
02-06-2026 02:00,1770343200,0.048,0.1225,0.14,0.15,0.141,0.19,0.47
02-06-2026 03:00,1770346800,0.0485,0.1225,0.14,0.15,0.1465,0.19,0.475
02-06-2026 04:00,1770350400,0.0485,0.1225,0.14,0.155,0.1465,0.19,0.475
02-06-2026 05:00,1770354000,0.0485,0.1225,0.145,0.155,0.141,0.19,0.465
02-06-2026 06:00,1770357600,0.0485,0.1225,0.145,0.155,0.141,0.19,0.46
02-06-2026 07:00,1770361200,0.0485,0.1225,0.14,0.15,0.141,0.19,0.465
02-06-2026 08:00,1770364800,0.0485,0.1225,0.14,0.15,0.141,0.19,0.47
02-06-2026 09:00,1770368400,0.0485,0.122,0.145,0.155,0.141,0.19,0.455
02-06-2026 10:00,1770372000,0.046,0.118,0.15,0.165,0.141,0.195,0.47
02-06-2026 11:00,1770375600,0.0845,0.114,0.135,0.16,0.1365,0.185,0.46
02-06-2026 12:00,1770379200,0.065,0.1025,0.145,0.16,0.132,0.19,0.465
02-06-2026 13:00,1770382800,0.05,0.0935,0.135,0.16,0.1275,0.18,0.46
02-06-2026 14:00,1770386400,0.0555,0.095,0.125,0.16,0.13,0.175,0.465
02-06-2026 15:00,1770390000,0.044,0.0985,0.14,0.16,0.122,0.18,0.455
