Date (UTC),Timestamp (UTC),<1.0%,1.0–1.5%,1.5–2.0%,2.0–2.5%,2.5–3.0%,3.0–3.5%,≥3.5%
02-25-2026 05:00,1771995600,0.0615,0.046,0.09,0.12,0.1255,0.25,0.38
02-25-2026 06:00,1771999200,0.061,0.046,0.09,0.12,0.1255,0.255,0.38
02-25-2026 07:00,1772002800,0.0615,0.046,0.09,0.12,0.126,0.25,0.38
02-25-2026 08:00,1772006400,0.059,0.045,0.09,0.12,0.127,0.245,0.38
02-25-2026 09:00,1772010000,0.0615,0.0465,0.09,0.12,0.1275,0.225,0.38
02-25-2026 10:00,1772013600,0.09,0.0465,0.105,0.12,0.152,0.235,0.38
02-25-2026 11:00,1772017200,0.0835,0.047,0.1,0.12,0.145,0.23,0.38
02-25-2026 12:00,1772020800,0.073,0.0465,0.1,0.12,0.141,0.235,0.38
02-25-2026 13:00,1772024400,0.0715,0.0465,0.1,0.12,0.1405,0.23,0.38
02-25-2026 14:00,1772028000,0.0725,0.0465,0.105,0.12,0.1395,0.23,0.38
02-25-2026 15:00,1772031600,0.0575,0.0465,0.08,0.12,0.136,0.245,0.38
02-25-2026 16:00,1772035200,0.057,0.0465,0.09,0.12,0.13,0.245,0.38
02-25-2026 17:00,1772038800,0.067,0.046,0.095,0.12,0.1305,0.245,0.38
02-25-2026 18:00,1772042400,0.067,0.044,0.09,0.13,0.1285,0.235,0.38
02-25-2026 19:00,1772046000,0.0575,0.044,0.11,0.13,0.1565,0.24,0.38
02-25-2026 20:00,1772049600,0.055,0.065,0.105,0.13,0.1565,0.24,0.38
02-25-2026 21:00,1772053200,0.055,0.064,0.105,0.13,0.153,0.235,0.38
02-25-2026 22:00,1772056800,0.053,0.062,0.105,0.13,0.1535,0.235,0.38
02-25-2026 23:00,1772060400,0.0515,0.0645,0.105,0.13,0.152,0.235,0.38
02-26-2026 00:00,1772064000,0.0515,0.062,0.105,0.13,0.152,0.235,0.38
02-26-2026 01:00,1772067600,0.043,0.059,0.09,0.125,0.146,0.25,0.405
02-26-2026 02:00,1772071200,0.038,0.052,0.08,0.13,0.124,0.255,0.41
02-26-2026 03:00,1772074800,0.037,0.0515,0.08,0.13,0.1195,0.255,0.41
02-26-2026 04:00,1772078400,0.042,0.0525,0.075,0.125,0.1175,0.255,0.4
02-26-2026 05:00,1772082000,0.041,0.061,0.095,0.13,0.1175,0.26,0.4
02-26-2026 06:00,1772085600,0.0485,0.058,0.1,0.13,0.115,0.255,0.405
02-26-2026 07:00,1772089200,0.0405,0.0615,0.09,0.13,0.113,0.255,0.4
02-26-2026 08:00,1772092800,0.0405,0.059,0.09,0.13,0.113,0.255,0.4
02-26-2026 09:00,1772096400,0.038,0.0585,0.08,0.13,0.113,0.25,0.405
02-26-2026 10:00,1772100000,0.047,0.0595,0.095,0.13,0.112,0.265,0.405
02-26-2026 11:00,1772103600,0.0395,0.0545,0.08,0.125,0.1445,0.26,0.4
02-26-2026 12:00,1772107200,0.0395,0.0515,0.095,0.13,0.138,0.26,0.4
02-26-2026 13:00,1772110800,0.0485,0.053,0.095,0.13,0.143,0.26,0.4
02-26-2026 14:00,1772114400,0.038,0.0505,0.09,0.13,0.1375,0.255,0.4
02-26-2026 15:00,1772118000,0.038,0.0515,0.08,0.13,0.141,0.255,0.41
02-26-2026 16:00,1772121600,0.038,0.0515,0.09,0.13,0.143,0.26,0.4
02-26-2026 17:00,1772125200,0.035,0.0505,0.08,0.125,0.143,0.255,0.405
02-26-2026 18:00,1772128800,0.0325,0.0475,0.075,0.125,0.1425,0.25,0.405
02-26-2026 19:00,1772132400,0.0315,0.047,0.075,0.12,0.141,0.25,0.41
02-26-2026 20:00,1772136000,0.032,0.056,0.075,0.125,0.139,0.255,0.41
02-26-2026 21:00,1772139600,0.03,0.043,0.08,0.12,0.142,0.255,0.405
02-26-2026 22:00,1772143200,0.0295,0.0425,0.075,0.125,0.1415,0.255,0.405
02-26-2026 23:00,1772146800,0.0325,0.0575,0.075,0.125,0.15,0.255,0.405
02-27-2026 00:00,1772150400,0.046,0.048,0.08,0.12,0.151,0.24,0.405
02-27-2026 01:00,1772154000,0.047,0.048,0.09,0.125,0.1575,0.24,0.39
02-27-2026 02:00,1772157600,0.046,0.048,0.08,0.125,0.137,0.24,0.385
02-27-2026 03:00,1772161200,0.055,0.0475,0.08,0.125,0.1315,0.235,0.39
02-27-2026 04:00,1772164800,0.053,0.049,0.08,0.125,0.1315,0.225,0.39
02-27-2026 05:00,1772168400,0.0415,0.047,0.08,0.125,0.1315,0.235,0.4
02-27-2026 06:00,1772172000,0.0495,0.0475,0.08,0.125,0.1315,0.23,0.4
02-27-2026 07:00,1772175600,0.0615,0.0475,0.09,0.125,0.1315,0.225,0.4
02-27-2026 08:00,1772179200,0.051,0.0475,0.08,0.12,0.132,0.24,0.4
02-27-2026 09:00,1772182800,0.0435,0.0475,0.08,0.12,0.153,0.24,0.395
02-27-2026 10:00,1772186400,0.04,0.047,0.09,0.12,0.152,0.24,0.395
02-27-2026 11:00,1772190000,0.0395,0.044,0.085,0.12,0.147,0.23,0.4
02-27-2026 12:00,1772193600,0.04,0.044,0.08,0.12,0.1445,0.23,0.4
02-27-2026 13:00,1772197200,0.0435,0.049,0.08,0.125,0.1435,0.24,0.4
02-27-2026 14:00,1772200800,0.0485,0.0495,0.08,0.125,0.1485,0.24,0.4
02-27-2026 15:00,1772204400,0.04,0.0445,0.09,0.125,0.1495,0.23,0.395
02-27-2026 16:00,1772208000,0.04,0.0465,0.09,0.125,0.1495,0.24,0.395
02-27-2026 17:00,1772211600,0.041,0.0465,0.09,0.12,0.146,0.24,0.395
02-27-2026 18:00,1772215200,0.041,0.044,0.09,0.125,0.146,0.24,0.395
02-27-2026 19:00,1772218800,0.0415,0.0465,0.09,0.125,0.142,0.24,0.395
02-27-2026 20:00,1772222400,0.04,0.0445,0.09,0.125,0.14,0.23,0.4
02-27-2026 21:00,1772226000,0.048,0.048,0.09,0.125,0.1475,0.235,0.395
02-27-2026 22:00,1772229600,0.0445,0.0455,0.09,0.125,0.1475,0.235,0.395
02-27-2026 23:00,1772233200,0.046,0.047,0.08,0.125,0.1435,0.235,0.395
02-28-2026 00:00,1772236800,0.0445,0.046,0.09,0.125,0.1435,0.24,0.395
02-28-2026 01:00,1772240400,0.044,0.047,0.09,0.125,0.1435,0.23,0.405
02-28-2026 02:00,1772244000,0.042,0.045,0.09,0.125,0.1465,0.23,0.395
02-28-2026 03:00,1772247600,0.04,0.046,0.08,0.125,0.146,0.23,0.405
02-28-2026 04:00,1772251200,0.0395,0.044,0.075,0.125,0.145,0.23,0.405
02-28-2026 05:00,1772254800,0.0395,0.042,0.08,0.125,0.1445,0.23,0.405
02-28-2026 06:00,1772258400,0.039,0.0445,0.075,0.125,0.1415,0.23,0.41
02-28-2026 07:00,1772262000,0.039,0.0435,0.075,0.125,0.149,0.23,0.41
02-28-2026 08:00,1772265600,0.0575,0.045,0.08,0.12,0.149,0.23,0.405
02-28-2026 09:00,1772269200,0.041,0.0455,0.09,0.12,0.15,0.23,0.395
02-28-2026 10:00,1772272800,0.043,0.045,0.09,0.12,0.1495,0.23,0.395
02-28-2026 11:00,1772276400,0.0415,0.0455,0.09,0.12,0.1495,0.23,0.395
02-28-2026 12:00,1772280000,0.043,0.0455,0.09,0.12,0.149,0.23,0.395
02-28-2026 13:00,1772283600,0.0425,0.0445,0.09,0.12,0.149,0.23,0.395
02-28-2026 14:00,1772287200,0.0415,0.0445,0.09,0.12,0.149,0.23,0.395
02-28-2026 15:00,1772290800,0.045,0.0445,0.09,0.12,0.149,0.23,0.395
02-28-2026 16:00,1772294400,0.0475,0.0505,0.075,0.12,0.1495,0.23,0.4
02-28-2026 17:00,1772298000,0.047,0.0505,0.07,0.12,0.1455,0.23,0.4
02-28-2026 18:00,1772301600,0.0465,0.0465,0.07,0.12,0.1445,0.23,0.4
02-28-2026 19:00,1772305200,0.049,0.045,0.075,0.12,0.144,0.23,0.4
02-28-2026 20:00,1772308800,0.044,0.042,0.07,0.12,0.1435,0.23,0.4
02-28-2026 21:00,1772312400,0.048,0.0355,0.07,0.12,0.144,0.23,0.4
02-28-2026 22:00,1772316000,0.053,0.0455,0.075,0.115,0.143,0.225,0.395
02-28-2026 23:00,1772319600,0.045,0.043,0.075,0.12,0.143,0.23,0.4
03-01-2026 00:00,1772323200,0.047,0.043,0.075,0.12,0.143,0.23,0.4
03-01-2026 01:00,1772326800,0.047,0.0485,0.075,0.12,0.1425,0.23,0.4
03-01-2026 02:00,1772330400,0.0465,0.0485,0.075,0.12,0.138,0.23,0.4
03-01-2026 03:00,1772334000,0.0445,0.054,0.08,0.12,0.1405,0.225,0.4
03-01-2026 04:00,1772337600,0.0445,0.0525,0.08,0.12,0.1445,0.225,0.4
03-01-2026 05:00,1772341200,0.049,0.0565,0.08,0.12,0.144,0.23,0.395
03-01-2026 06:00,1772344800,0.0405,0.0565,0.08,0.12,0.144,0.23,0.395
03-01-2026 07:00,1772348400,0.0405,0.0435,0.08,0.12,0.144,0.23,0.395
03-01-2026 08:00,1772352000,0.0405,0.0435,0.09,0.12,0.1545,0.23,0.395
03-01-2026 09:00,1772355600,0.0405,0.0435,0.09,0.12,0.155,0.235,0.395
03-01-2026 10:00,1772359200,0.045,0.0435,0.09,0.12,0.16,0.23,0.395
03-01-2026 11:00,1772362800,0.045,0.042,0.085,0.12,0.149,0.225,0.395
03-01-2026 12:00,1772366400,0.0545,0.0415,0.09,0.12,0.149,0.225,0.395
03-01-2026 13:00,1772370000,0.054,0.047,0.09,0.12,0.1535,0.225,0.395
03-01-2026 14:00,1772373600,0.054,0.042,0.085,0.12,0.148,0.225,0.395
03-01-2026 15:00,1772377200,0.0475,0.04,0.115,0.125,0.1395,0.22,0.395
03-01-2026 16:00,1772380800,0.0475,0.039,0.09,0.125,0.136,0.215,0.395
03-01-2026 17:00,1772384400,0.0505,0.0505,0.115,0.125,0.1325,0.205,0.395
03-01-2026 18:00,1772388000,0.048,0.0465,0.105,0.12,0.1355,0.2,0.39
03-01-2026 19:00,1772391600,0.063,0.045,0.105,0.12,0.128,0.21,0.39
03-01-2026 20:00,1772395200,0.0555,0.0475,0.11,0.125,0.13,0.205,0.395
03-01-2026 21:00,1772398800,0.0555,0.0725,0.12,0.115,0.131,0.2,0.39
03-01-2026 22:00,1772402400,0.0575,0.057,0.12,0.12,0.133,0.195,0.39
03-01-2026 23:00,1772406000,0.0785,0.0685,0.12,0.12,0.1275,0.185,0.39
03-02-2026 00:00,1772409600,0.103,0.0715,0.12,0.095,0.1125,0.185,0.39
03-02-2026 01:00,1772413200,0.103,0.0765,0.12,0.1,0.1105,0.165,0.39
03-02-2026 02:00,1772416800,0.097,0.0945,0.12,0.1,0.1105,0.165,0.39
03-02-2026 03:00,1772420400,0.0945,0.095,0.12,0.1,0.1105,0.165,0.39
03-02-2026 04:00,1772424000,0.0925,0.0925,0.115,0.095,0.1195,0.165,0.39
03-02-2026 05:00,1772427600,0.091,0.0885,0.11,0.095,0.1115,0.165,0.39
03-02-2026 06:00,1772431200,0.083,0.0875,0.11,0.1,0.1115,0.16,0.385
03-02-2026 07:00,1772434800,0.0805,0.085,0.11,0.095,0.1115,0.17,0.39
03-02-2026 08:00,1772438400,0.0605,0.084,0.115,0.1,0.112,0.19,0.395
03-02-2026 09:00,1772442000,0.0625,0.084,0.115,0.105,0.112,0.185,0.4
03-02-2026 10:00,1772445600,0.07,0.078,0.115,0.11,0.112,0.185,0.4
03-02-2026 11:00,1772449200,0.0585,0.0875,0.115,0.11,0.112,0.185,0.395
03-02-2026 12:00,1772452800,0.0805,0.086,0.105,0.105,0.1115,0.175,0.395
03-02-2026 13:00,1772456400,0.0845,0.077,0.105,0.11,0.1115,0.175,0.395
03-02-2026 14:00,1772460000,0.0905,0.079,0.1,0.105,0.112,0.175,0.395
03-02-2026 15:00,1772463600,0.0945,0.079,0.095,0.115,0.1115,0.175,0.4
03-02-2026 16:00,1772467200,0.09,0.0845,0.09,0.11,0.111,0.18,0.39
03-02-2026 17:00,1772470800,0.0965,0.0845,0.09,0.115,0.111,0.18,0.39
03-02-2026 18:00,1772474400,0.1045,0.0845,0.095,0.11,0.111,0.18,0.39
03-02-2026 19:00,1772478000,0.1215,0.1025,0.09,0.08,0.129,0.18,0.395
03-02-2026 20:00,1772481600,0.1175,0.124,0.085,0.08,0.1295,0.175,0.395
03-02-2026 21:00,1772485200,0.107,0.1175,0.09,0.08,0.1245,0.18,0.395
03-02-2026 22:00,1772488800,0.0965,0.113,0.085,0.085,0.1215,0.18,0.395
03-02-2026 23:00,1772492400,0.099,0.1135,0.085,0.08,0.123,0.175,0.4
03-03-2026 00:00,1772496000,0.101,0.1105,0.085,0.08,0.13,0.175,0.385
03-03-2026 01:00,1772499600,0.101,0.1135,0.085,0.08,0.138,0.18,0.385
03-03-2026 02:00,1772503200,0.101,0.1165,0.09,0.08,0.127,0.18,0.385
03-03-2026 03:00,1772506800,0.1105,0.112,0.09,0.085,0.126,0.175,0.375
03-03-2026 04:00,1772510400,0.124,0.117,0.09,0.07,0.1175,0.175,0.375
03-03-2026 05:00,1772514000,0.109,0.108,0.085,0.09,0.1175,0.175,0.375
03-03-2026 06:00,1772517600,0.1065,0.1115,0.085,0.085,0.1175,0.175,0.375
03-03-2026 07:00,1772521200,0.1055,0.1055,0.085,0.085,0.1175,0.18,0.375
03-03-2026 08:00,1772524800,0.105,0.1095,0.085,0.09,0.1175,0.18,0.375
03-03-2026 09:00,1772528400,0.104,0.1055,0.095,0.09,0.1175,0.18,0.375
03-03-2026 10:00,1772532000,0.104,0.12,0.09,0.09,0.1175,0.18,0.375
03-03-2026 11:00,1772535600,0.104,0.109,0.09,0.09,0.1175,0.18,0.375
03-03-2026 12:00,1772539200,0.1135,0.108,0.09,0.085,0.1175,0.18,0.345
03-03-2026 13:00,1772542800,0.117,0.098,0.115,0.075,0.1175,0.18,0.355
03-03-2026 14:00,1772546400,0.1225,0.098,0.11,0.08,0.1175,0.18,0.35
03-03-2026 15:00,1772550000,0.125,0.092,0.115,0.085,0.118,0.18,0.305
03-03-2026 16:00,1772553600,0.1515,0.092,0.11,0.085,0.118,0.18,0.325
03-03-2026 17:00,1772557200,0.1515,0.092,0.1,0.085,0.118,0.18,0.32
03-03-2026 18:00,1772560800,0.1525,0.092,0.1,0.085,0.118,0.18,0.33
03-03-2026 19:00,1772564400,0.1525,0.092,0.095,0.11,0.1175,0.18,0.325
03-03-2026 20:00,1772568000,0.1555,0.0735,0.085,0.11,0.118,0.18,0.325
03-03-2026 21:00,1772571600,0.155,0.0735,0.085,0.11,0.166,0.18,0.3
03-03-2026 22:00,1772575200,0.1455,0.073,0.09,0.11,0.1525,0.18,0.295
03-03-2026 23:00,1772578800,0.1455,0.073,0.09,0.11,0.1395,0.17,0.315
03-04-2026 00:00,1772582400,0.1585,0.073,0.09,0.11,0.126,0.17,0.32
03-04-2026 01:00,1772586000,0.1615,0.0735,0.09,0.11,0.118,0.16,0.32
03-04-2026 02:00,1772589600,0.158,0.073,0.085,0.11,0.116,0.16,0.32
03-04-2026 03:00,1772593200,0.1575,0.073,0.085,0.11,0.116,0.16,0.325
03-04-2026 04:00,1772596800,0.1585,0.073,0.085,0.11,0.1565,0.16,0.32
03-04-2026 05:00,1772600400,0.1585,0.073,0.085,0.11,0.143,0.16,0.325
03-04-2026 06:00,1772604000,0.1585,0.0735,0.085,0.11,0.1295,0.16,0.325
03-04-2026 07:00,1772607600,0.1585,0.073,0.085,0.1,0.1225,0.16,0.325
03-04-2026 08:00,1772611200,0.1585,0.0735,0.085,0.11,0.1185,0.16,0.325
03-04-2026 09:00,1772614800,0.1575,0.073,0.085,0.11,0.117,0.16,0.34
03-04-2026 10:00,1772618400,0.149,0.073,0.085,0.11,0.117,0.16,0.345
03-04-2026 11:00,1772622000,0.1445,0.0735,0.085,0.11,0.117,0.16,0.34
03-04-2026 12:00,1772625600,0.1445,0.075,0.085,0.11,0.117,0.16,0.33
03-04-2026 13:00,1772629200,0.162,0.077,0.085,0.11,0.1165,0.16,0.33
03-04-2026 14:00,1772632800,0.163,0.063,0.085,0.11,0.115,0.16,0.34
03-04-2026 15:00,1772636400,0.16,0.0505,0.085,0.11,0.111,0.16,0.34
03-04-2026 16:00,1772640000,0.161,0.0655,0.085,0.11,0.111,0.16,0.34
03-04-2026 17:00,1772643600,0.164,0.0655,0.085,0.11,0.111,0.16,0.34
03-04-2026 18:00,1772647200,0.164,0.06,0.085,0.11,0.111,0.16,0.34
03-04-2026 19:00,1772650800,0.1615,0.072,0.085,0.1,0.111,0.16,0.335
03-04-2026 20:00,1772654400,0.1585,0.0635,0.09,0.11,0.111,0.16,0.33
03-04-2026 21:00,1772658000,0.156,0.0635,0.09,0.11,0.111,0.16,0.345
03-04-2026 22:00,1772661600,0.156,0.062,0.09,0.1,0.111,0.16,0.335
03-04-2026 23:00,1772665200,0.1575,0.0625,0.09,0.11,0.11,0.16,0.335
03-05-2026 00:00,1772668800,0.157,0.0665,0.09,0.11,0.11,0.16,0.345
03-05-2026 01:00,1772672400,0.156,0.0725,0.09,0.11,0.11,0.16,0.345
03-05-2026 02:00,1772676000,0.127,0.063,0.09,0.11,0.11,0.16,0.345
03-05-2026 03:00,1772679600,0.126,0.062,0.09,0.11,0.11,0.16,0.36
03-05-2026 04:00,1772683200,0.1455,0.062,0.085,0.11,0.11,0.16,0.345
03-05-2026 05:00,1772686800,0.146,0.062,0.085,0.11,0.1095,0.16,0.34
03-05-2026 06:00,1772690400,0.142,0.062,0.085,0.11,0.1095,0.16,0.345
03-05-2026 07:00,1772694000,0.144,0.065,0.085,0.11,0.1095,0.16,0.34
03-05-2026 08:00,1772697600,0.144,0.0705,0.085,0.11,0.1095,0.16,0.345
03-05-2026 09:00,1772701200,0.1455,0.072,0.085,0.11,0.1095,0.16,0.355
03-05-2026 10:00,1772704800,0.142,0.067,0.085,0.11,0.1095,0.16,0.35
03-05-2026 11:00,1772708400,0.1345,0.064,0.085,0.11,0.1095,0.175,0.345
03-05-2026 12:00,1772712000,0.1355,0.064,0.085,0.11,0.1095,0.175,0.34
03-05-2026 13:00,1772715600,0.1445,0.07,0.125,0.11,0.1095,0.175,0.345
03-05-2026 14:00,1772719200,0.1345,0.062,0.125,0.11,0.1095,0.175,0.345
03-05-2026 15:00,1772722800,0.151,0.063,0.13,0.115,0.1095,0.18,0.345
03-05-2026 16:00,1772726400,0.156,0.0635,0.12,0.115,0.1095,0.175,0.345
03-05-2026 17:00,1772730000,0.156,0.0625,0.12,0.115,0.1095,0.175,0.35
03-05-2026 18:00,1772733600,0.16,0.0605,0.12,0.115,0.1095,0.175,0.345
03-05-2026 19:00,1772737200,0.1505,0.061,0.12,0.115,0.1095,0.165,0.34
03-05-2026 20:00,1772740800,0.15,0.061,0.12,0.115,0.1095,0.165,0.35
03-05-2026 21:00,1772744400,0.1555,0.065,0.12,0.115,0.1095,0.175,0.345
03-05-2026 22:00,1772748000,0.146,0.064,0.12,0.115,0.1095,0.175,0.34
03-05-2026 23:00,1772751600,0.1565,0.064,0.12,0.115,0.1095,0.17,0.34
03-06-2026 00:00,1772755200,0.1585,0.0635,0.12,0.115,0.1095,0.165,0.335
03-06-2026 01:00,1772758800,0.1585,0.0595,0.12,0.115,0.1095,0.165,0.335
03-06-2026 02:00,1772762400,0.1615,0.0635,0.12,0.115,0.1095,0.165,0.345
03-06-2026 03:00,1772766000,0.163,0.0615,0.12,0.115,0.1095,0.165,0.34
03-06-2026 04:00,1772769600,0.1805,0.065,0.115,0.115,0.1095,0.165,0.34
03-06-2026 05:00,1772773200,0.1625,0.063,0.115,0.115,0.1385,0.16,0.34
03-06-2026 06:00,1772776800,0.175,0.068,0.115,0.115,0.137,0.17,0.34
03-06-2026 07:00,1772780400,0.171,0.0645,0.115,0.115,0.1325,0.175,0.34
03-06-2026 08:00,1772784000,0.173,0.063,0.115,0.115,0.1305,0.17,0.33
03-06-2026 09:00,1772787600,0.1635,0.0645,0.115,0.115,0.13,0.175,0.335
03-06-2026 10:00,1772791200,0.1635,0.0625,0.115,0.115,0.1605,0.175,0.34
03-06-2026 11:00,1772794800,0.1625,0.0665,0.115,0.115,0.154,0.175,0.335
03-06-2026 12:00,1772798400,0.163,0.064,0.115,0.115,0.1475,0.175,0.335
03-06-2026 13:00,1772802000,0.16,0.0695,0.115,0.115,0.1415,0.175,0.33
03-06-2026 14:00,1772805600,0.149,0.074,0.115,0.115,0.146,0.175,0.33
03-06-2026 15:00,1772809200,0.158,0.0615,0.115,0.115,0.173,0.175,0.29
03-06-2026 16:00,1772812800,0.1905,0.0615,0.115,0.115,0.1675,0.175,0.29
03-06-2026 17:00,1772816400,0.2375,0.0615,0.115,0.115,0.167,0.135,0.205
03-06-2026 18:00,1772820000,0.244,0.0615,0.15,0.14,0.197,0.135,0.2
03-06-2026 19:00,1772823600,0.3045,0.0615,0.19,0.145,0.229,0.125,0.175
03-06-2026 20:00,1772827200,0.2875,0.127,0.17,0.13,0.1505,0.085,0.19
03-06-2026 21:00,1772830800,0.332,0.128,0.17,0.15,0.1495,0.095,0.19
03-06-2026 22:00,1772834400,0.328,0.1275,0.15,0.135,0.143,0.105,0.205
03-06-2026 23:00,1772838000,0.33,0.1275,0.16,0.125,0.143,0.095,0.195
03-07-2026 00:00,1772841600,0.2695,0.1275,0.165,0.135,0.1395,0.1,0.15
03-07-2026 01:00,1772845200,0.2635,0.1275,0.165,0.14,0.1355,0.1,0.16
03-07-2026 02:00,1772848800,0.2475,0.1275,0.165,0.145,0.137,0.09,0.22
03-07-2026 03:00,1772852400,0.2405,0.128,0.15,0.145,0.132,0.095,0.23
03-07-2026 04:00,1772856000,0.245,0.1285,0.155,0.145,0.1405,0.105,0.225
03-07-2026 05:00,1772859600,0.2415,0.1285,0.15,0.145,0.126,0.1,0.24
03-07-2026 06:00,1772863200,0.232,0.13,0.15,0.145,0.132,0.105,0.24
03-07-2026 07:00,1772866800,0.2235,0.128,0.155,0.145,0.142,0.1,0.24
03-07-2026 08:00,1772870400,0.2335,0.128,0.145,0.145,0.134,0.11,0.24
03-07-2026 09:00,1772874000,0.2225,0.128,0.145,0.145,0.1185,0.1,0.23
03-07-2026 10:00,1772877600,0.244,0.128,0.165,0.145,0.13,0.1,0.23
03-07-2026 11:00,1772881200,0.248,0.1285,0.165,0.145,0.1335,0.11,0.22
03-07-2026 12:00,1772884800,0.245,0.129,0.17,0.135,0.142,0.11,0.215
03-07-2026 13:00,1772888400,0.246,0.129,0.16,0.135,0.131,0.115,0.22
03-07-2026 14:00,1772892000,0.2155,0.129,0.175,0.14,0.1375,0.11,0.215
03-07-2026 15:00,1772895600,0.2165,0.1285,0.165,0.125,0.1385,0.125,0.23
03-07-2026 16:00,1772899200,0.23,0.129,0.16,0.14,0.1305,0.115,0.19
03-07-2026 17:00,1772902800,0.2295,0.129,0.17,0.115,0.14,0.105,0.19
03-07-2026 18:00,1772906400,0.2495,0.129,0.175,0.115,0.1425,0.11,0.19
03-07-2026 19:00,1772910000,0.248,0.129,0.18,0.115,0.1315,0.1,0.185
03-07-2026 20:00,1772913600,0.246,0.129,0.17,0.115,0.1245,0.1,0.19
03-07-2026 21:00,1772917200,0.2455,0.0945,0.17,0.115,0.138,0.1,0.19
03-07-2026 22:00,1772920800,0.242,0.0945,0.17,0.115,0.1385,0.1,0.19
03-07-2026 23:00,1772924400,0.2425,0.0945,0.17,0.115,0.1325,0.1,0.17
03-08-2026 00:00,1772928000,0.242,0.0945,0.17,0.115,0.1435,0.1,0.185
03-08-2026 01:00,1772931600,0.2435,0.0945,0.17,0.115,0.1395,0.1,0.16
03-08-2026 02:00,1772935200,0.243,0.102,0.17,0.115,0.1385,0.1,0.155
03-08-2026 03:00,1772938800,0.254,0.1135,0.17,0.115,0.1375,0.1,0.165
03-08-2026 04:00,1772942400,0.2485,0.0945,0.17,0.115,0.1395,0.1,0.165
03-08-2026 05:00,1772946000,0.25,0.0945,0.17,0.115,0.1385,0.1,0.165
03-08-2026 06:00,1772949600,0.251,0.0945,0.17,0.115,0.1375,0.1,0.165
03-08-2026 07:00,1772953200,0.2525,0.0945,0.17,0.115,0.1375,0.1,0.17
03-08-2026 08:00,1772956800,0.253,0.0945,0.17,0.115,0.1375,0.1,0.16
03-08-2026 09:00,1772960400,0.2535,0.0945,0.165,0.115,0.1395,0.1,0.165
03-08-2026 10:00,1772964000,0.254,0.101,0.17,0.115,0.1405,0.1,0.16
03-08-2026 11:00,1772967600,0.238,0.105,0.17,0.13,0.1245,0.1,0.16
03-08-2026 12:00,1772971200,0.238,0.106,0.17,0.13,0.1245,0.1,0.165
03-08-2026 13:00,1772974800,0.239,0.101,0.17,0.125,0.1245,0.1,0.155
03-08-2026 14:00,1772978400,0.243,0.1065,0.17,0.115,0.1235,0.12,0.16
03-08-2026 15:00,1772982000,0.245,0.095,0.17,0.115,0.1235,0.12,0.165
03-08-2026 16:00,1772985600,0.247,0.102,0.17,0.115,0.1235,0.12,0.165
03-08-2026 17:00,1772989200,0.248,0.106,0.17,0.115,0.1235,0.12,0.175
03-08-2026 18:00,1772992800,0.249,0.11,0.17,0.115,0.1235,0.12,0.16
03-08-2026 19:00,1772996400,0.25,0.0945,0.17,0.115,0.1235,0.12,0.17
03-08-2026 20:00,1773000000,0.25,0.0945,0.17,0.115,0.1235,0.12,0.17
03-08-2026 21:00,1773003600,0.2895,0.0945,0.16,0.115,0.1185,0.12,0.16
03-08-2026 22:00,1773007200,0.2865,0.0945,0.16,0.115,0.1185,0.12,0.16
03-08-2026 23:00,1773010800,0.286,0.094,0.16,0.115,0.1185,0.12,0.18
03-09-2026 00:00,1773014400,0.277,0.096,0.16,0.115,0.1185,0.12,0.175
03-09-2026 01:00,1773018000,0.2775,0.0985,0.15,0.115,0.1185,0.105,0.17
03-09-2026 02:00,1773021600,0.2975,0.0945,0.115,0.115,0.1055,0.11,0.16
03-09-2026 03:00,1773025200,0.3145,0.0995,0.115,0.125,0.1045,0.12,0.155
03-09-2026 04:00,1773028800,0.307,0.094,0.115,0.115,0.111,0.11,0.155
03-09-2026 05:00,1773032400,0.35,0.1,0.115,0.125,0.111,0.11,0.165
03-09-2026 06:00,1773036000,0.32,0.105,0.115,0.115,0.111,0.11,0.16
03-09-2026 07:00,1773039600,0.3085,0.11,0.12,0.115,0.11,0.11,0.15
03-09-2026 08:00,1773043200,0.3015,0.094,0.13,0.115,0.1055,0.11,0.16
03-09-2026 09:00,1773046800,0.309,0.094,0.13,0.115,0.1055,0.11,0.145
03-09-2026 10:00,1773050400,0.3025,0.0945,0.12,0.115,0.1055,0.11,0.145
03-09-2026 11:00,1773054000,0.303,0.1015,0.12,0.115,0.1055,0.11,0.155
03-09-2026 12:00,1773057600,0.322,0.098,0.115,0.065,0.1055,0.11,0.16
03-09-2026 13:00,1773061200,0.3355,0.0965,0.11,0.06,0.1055,0.11,0.16
03-09-2026 14:00,1773064800,0.334,0.0865,0.11,0.065,0.1055,0.11,0.16
03-09-2026 15:00,1773068400,0.3355,0.0855,0.11,0.065,0.1055,0.11,0.155
03-09-2026 16:00,1773072000,0.3325,0.0875,0.12,0.085,0.1055,0.11,0.165
03-09-2026 17:00,1773075600,0.264,0.0875,0.11,0.095,0.106,0.105,0.16
03-09-2026 18:00,1773079200,0.279,0.086,0.12,0.12,0.117,0.115,0.15
03-09-2026 19:00,1773082800,0.2895,0.0855,0.11,0.11,0.117,0.105,0.15
03-09-2026 20:00,1773086400,0.29,0.0905,0.11,0.11,0.1075,0.105,0.16
03-09-2026 21:00,1773090000,0.2905,0.096,0.12,0.105,0.107,0.105,0.15
