Date (UTC),Timestamp (UTC),≤2.0%,2.1%,2.2%,2.3%,2.4%,2.5%,2.6%,2.7%,≥2.8%
02-26-2026 19:00,1772132400,0.069,0.1555,0.205,0.12,0.053,0.2,0.24,0.117,0.09
02-26-2026 20:00,1772136000,0.0545,0.155,0.16,0.115,0.0415,0.215,0.245,0.1205,0.08
02-26-2026 21:00,1772139600,0.0825,0.045,0.19,0.115,0.04,0.225,0.24,0.1125,0.08
02-26-2026 22:00,1772143200,0.0705,0.0445,0.215,0.125,0.0745,0.225,0.24,0.1145,0.08
02-26-2026 23:00,1772146800,0.0665,0.0445,0.2,0.125,0.0605,0.245,0.245,0.1145,0.08
02-27-2026 00:00,1772150400,0.0555,0.0445,0.23,0.125,0.062,0.245,0.245,0.1145,0.08
02-27-2026 01:00,1772154000,0.049,0.0445,0.23,0.125,0.066,0.24,0.245,0.1145,0.08
02-27-2026 02:00,1772157600,0.046,0.045,0.215,0.125,0.0595,0.24,0.245,0.1145,0.08
02-27-2026 03:00,1772161200,0.046,0.045,0.22,0.125,0.06,0.235,0.245,0.1145,0.08
02-27-2026 04:00,1772164800,0.0975,0.0475,0.23,0.115,0.076,0.245,0.245,0.115,0.085
02-27-2026 05:00,1772168400,0.086,0.046,0.255,0.115,0.0615,0.24,0.245,0.115,0.085
02-27-2026 06:00,1772172000,0.0805,0.046,0.255,0.115,0.0665,0.24,0.245,0.115,0.085
02-27-2026 07:00,1772175600,0.075,0.046,0.255,0.115,0.0595,0.235,0.24,0.115,0.085
02-27-2026 08:00,1772179200,0.067,0.0455,0.155,0.115,0.0705,0.24,0.245,0.115,0.085
02-27-2026 09:00,1772182800,0.053,0.046,0.14,0.115,0.0605,0.24,0.24,0.115,0.085
02-27-2026 10:00,1772186400,0.053,0.046,0.105,0.115,0.0545,0.235,0.245,0.115,0.085
02-27-2026 11:00,1772190000,0.05,0.0455,0.145,0.115,0.0545,0.245,0.24,0.115,0.085
02-27-2026 12:00,1772193600,0.05,0.046,0.15,0.115,0.0545,0.245,0.24,0.115,0.085
02-27-2026 13:00,1772197200,0.05,0.0455,0.135,0.115,0.056,0.245,0.24,0.115,0.085
02-27-2026 14:00,1772200800,0.049,0.046,0.105,0.115,0.0545,0.24,0.24,0.115,0.085
02-27-2026 15:00,1772204400,0.0475,0.046,0.15,0.115,0.0505,0.245,0.24,0.115,0.085
02-27-2026 16:00,1772208000,0.0475,0.046,0.15,0.115,0.0475,0.24,0.24,0.115,0.085
02-27-2026 17:00,1772211600,0.046,0.046,0.105,0.115,0.0555,0.24,0.24,0.115,0.085
02-27-2026 18:00,1772215200,0.0265,0.046,0.065,0.115,0.043,0.235,0.24,0.115,0.085
02-27-2026 19:00,1772218800,0.0265,0.0455,0.065,0.105,0.0565,0.24,0.24,0.115,0.085
02-27-2026 20:00,1772222400,0.0265,0.0455,0.065,0.105,0.0445,0.23,0.24,0.115,0.085
02-27-2026 21:00,1772226000,0.0265,0.0455,0.065,0.105,0.037,0.235,0.24,0.115,0.085
02-27-2026 22:00,1772229600,0.0265,0.046,0.065,0.1,0.0675,0.235,0.275,0.115,0.085
02-27-2026 23:00,1772233200,0.0265,0.0455,0.145,0.09,0.0495,0.22,0.24,0.115,0.085
02-28-2026 00:00,1772236800,0.0265,0.0455,0.07,0.095,0.0485,0.23,0.24,0.115,0.085
02-28-2026 01:00,1772240400,0.0265,0.0455,0.07,0.09,0.0465,0.23,0.24,0.115,0.085
02-28-2026 02:00,1772244000,0.0265,0.0455,0.07,0.09,0.045,0.235,0.24,0.115,0.085
02-28-2026 03:00,1772247600,0.0265,0.0455,0.07,0.09,0.0445,0.23,0.24,0.115,0.08
02-28-2026 04:00,1772251200,0.0865,0.0445,0.065,0.095,0.0425,0.235,0.235,0.112,0.085
02-28-2026 05:00,1772254800,0.0615,0.0445,0.065,0.095,0.0415,0.235,0.235,0.107,0.095
02-28-2026 06:00,1772258400,0.041,0.0445,0.065,0.095,0.0395,0.235,0.235,0.103,0.095
02-28-2026 07:00,1772262000,0.0265,0.0445,0.065,0.1,0.0385,0.235,0.235,0.102,0.095
02-28-2026 08:00,1772265600,0.026,0.0445,0.065,0.1,0.0375,0.23,0.235,0.102,0.095
02-28-2026 09:00,1772269200,0.026,0.0445,0.065,0.1,0.0725,0.23,0.24,0.102,0.095
02-28-2026 10:00,1772272800,0.026,0.0445,0.065,0.1,0.0685,0.235,0.24,0.102,0.1
02-28-2026 11:00,1772276400,0.026,0.0445,0.065,0.095,0.062,0.235,0.24,0.102,0.16
02-28-2026 12:00,1772280000,0.026,0.0445,0.065,0.095,0.06,0.235,0.24,0.102,0.16
02-28-2026 13:00,1772283600,0.026,0.0445,0.065,0.095,0.057,0.235,0.24,0.102,0.16
02-28-2026 14:00,1772287200,0.026,0.0445,0.065,0.095,0.0495,0.24,0.24,0.102,0.175
02-28-2026 15:00,1772290800,0.026,0.0445,0.065,0.1,0.055,0.235,0.24,0.115,0.18
02-28-2026 16:00,1772294400,0.0295,0.049,0.065,0.1,0.0525,0.235,0.24,0.113,0.17
02-28-2026 17:00,1772298000,0.0345,0.049,0.065,0.1,0.0545,0.235,0.24,0.113,0.17
02-28-2026 18:00,1772301600,0.0295,0.049,0.065,0.095,0.0505,0.23,0.24,0.102,0.18
02-28-2026 19:00,1772305200,0.0295,0.049,0.065,0.095,0.058,0.23,0.24,0.102,0.18
02-28-2026 20:00,1772308800,0.0345,0.049,0.065,0.095,0.057,0.235,0.24,0.102,0.17
02-28-2026 21:00,1772312400,0.123,0.0555,0.17,0.095,0.0585,0.235,0.24,0.102,0.17
02-28-2026 22:00,1772316000,0.127,0.0555,0.17,0.095,0.052,0.225,0.24,0.075,0.185
02-28-2026 23:00,1772319600,0.1255,0.0655,0.17,0.1,0.0535,0.21,0.24,0.078,0.17
03-01-2026 00:00,1772323200,0.1255,0.0615,0.17,0.1,0.054,0.21,0.24,0.078,0.205
03-01-2026 01:00,1772326800,0.1255,0.061,0.17,0.1,0.057,0.195,0.24,0.072,0.16
03-01-2026 02:00,1772330400,0.127,0.0605,0.17,0.09,0.0545,0.195,0.24,0.071,0.165
03-01-2026 03:00,1772334000,0.1265,0.0605,0.17,0.095,0.055,0.195,0.24,0.072,0.175
03-01-2026 04:00,1772337600,0.127,0.061,0.17,0.11,0.06,0.19,0.235,0.069,0.17
03-01-2026 05:00,1772341200,0.127,0.065,0.175,0.11,0.0555,0.185,0.235,0.063,0.19
03-01-2026 06:00,1772344800,0.1275,0.066,0.165,0.13,0.0835,0.185,0.24,0.063,0.205
03-01-2026 07:00,1772348400,0.127,0.066,0.175,0.13,0.079,0.19,0.24,0.063,0.205
03-01-2026 08:00,1772352000,0.1275,0.066,0.19,0.13,0.073,0.19,0.225,0.063,0.225
03-01-2026 09:00,1772355600,0.126,0.1285,0.18,0.13,0.069,0.18,0.2,0.06,0.22
03-01-2026 10:00,1772359200,0.124,0.129,0.18,0.13,0.064,0.18,0.2,0.058,0.22
03-01-2026 11:00,1772362800,0.1395,0.1335,0.17,0.13,0.0585,0.17,0.19,0.0535,0.22
03-01-2026 12:00,1772366400,0.131,0.1225,0.155,0.125,0.0655,0.155,0.175,0.0565,0.17
03-01-2026 13:00,1772370000,0.131,0.122,0.18,0.13,0.0675,0.155,0.22,0.0505,0.16
03-01-2026 14:00,1772373600,0.13,0.122,0.18,0.13,0.068,0.155,0.215,0.0495,0.14
03-01-2026 15:00,1772377200,0.131,0.1235,0.175,0.13,0.0695,0.155,0.22,0.0475,0.135
03-01-2026 16:00,1772380800,0.132,0.1245,0.18,0.13,0.0685,0.155,0.22,0.046,0.145
03-01-2026 17:00,1772384400,0.132,0.1245,0.18,0.13,0.069,0.155,0.22,0.046,0.13
03-01-2026 18:00,1772388000,0.1305,0.123,0.17,0.13,0.069,0.155,0.205,0.046,0.12
03-01-2026 19:00,1772391600,0.1305,0.123,0.17,0.13,0.0685,0.155,0.205,0.046,0.13
03-01-2026 20:00,1772395200,0.1305,0.123,0.17,0.13,0.0685,0.155,0.205,0.046,0.13
03-01-2026 21:00,1772398800,0.129,0.122,0.165,0.13,0.066,0.155,0.205,0.046,0.125
03-01-2026 22:00,1772402400,0.129,0.122,0.165,0.13,0.0655,0.155,0.205,0.046,0.125
03-01-2026 23:00,1772406000,0.129,0.122,0.165,0.13,0.069,0.155,0.205,0.046,0.125
03-02-2026 00:00,1772409600,0.129,0.122,0.165,0.13,0.068,0.155,0.205,0.046,0.105
03-02-2026 01:00,1772413200,0.129,0.122,0.165,0.13,0.0665,0.155,0.205,0.046,0.11
03-02-2026 02:00,1772416800,0.129,0.122,0.165,0.13,0.0655,0.155,0.205,0.046,0.125
03-02-2026 03:00,1772420400,0.129,0.122,0.165,0.13,0.0655,0.155,0.205,0.0455,0.125
03-02-2026 04:00,1772424000,0.126,0.116,0.16,0.13,0.064,0.155,0.205,0.045,0.11
03-02-2026 05:00,1772427600,0.126,0.116,0.16,0.13,0.0645,0.155,0.205,0.045,0.11
03-02-2026 06:00,1772431200,0.126,0.116,0.16,0.11,0.0625,0.15,0.205,0.045,0.11
03-02-2026 07:00,1772434800,0.126,0.116,0.16,0.11,0.084,0.185,0.205,0.045,0.11
03-02-2026 08:00,1772438400,0.126,0.116,0.16,0.11,0.078,0.185,0.205,0.045,0.11
03-02-2026 09:00,1772442000,0.126,0.116,0.16,0.12,0.0735,0.185,0.205,0.045,0.11
03-02-2026 10:00,1772445600,0.126,0.116,0.16,0.12,0.068,0.225,0.205,0.045,0.115
03-02-2026 11:00,1772449200,0.126,0.116,0.16,0.12,0.0645,0.225,0.205,0.045,0.115
03-02-2026 12:00,1772452800,0.126,0.116,0.16,0.12,0.065,0.225,0.205,0.045,0.115
03-02-2026 13:00,1772456400,0.126,0.116,0.16,0.12,0.0655,0.225,0.205,0.045,0.115
03-02-2026 14:00,1772460000,0.126,0.116,0.16,0.12,0.065,0.23,0.205,0.045,0.115
03-02-2026 15:00,1772463600,0.126,0.116,0.16,0.12,0.0705,0.23,0.205,0.045,0.115
03-02-2026 16:00,1772467200,0.076,0.0795,0.16,0.115,0.04,0.235,0.21,0.051,0.21
03-02-2026 17:00,1772470800,0.07,0.0795,0.16,0.115,0.0355,0.235,0.205,0.051,0.21
03-02-2026 18:00,1772474400,0.07,0.0745,0.16,0.115,0.033,0.235,0.205,0.051,0.21
03-02-2026 19:00,1772478000,0.07,0.0745,0.16,0.115,0.027,0.22,0.205,0.0855,0.27
03-02-2026 20:00,1772481600,0.07,0.0745,0.16,0.115,0.025,0.215,0.205,0.083,0.27
03-02-2026 21:00,1772485200,0.07,0.0745,0.16,0.115,0.024,0.21,0.205,0.08,0.27
03-02-2026 22:00,1772488800,0.0445,0.059,0.155,0.115,0.041,0.215,0.225,0.08,0.28
03-02-2026 23:00,1772492400,0.0455,0.059,0.15,0.115,0.0405,0.2,0.22,0.08,0.27
03-03-2026 00:00,1772496000,0.045,0.0635,0.145,0.12,0.0405,0.225,0.215,0.08,0.275
03-03-2026 01:00,1772499600,0.045,0.0635,0.145,0.12,0.04,0.23,0.215,0.08,0.24
03-03-2026 02:00,1772503200,0.045,0.0635,0.145,0.12,0.04,0.235,0.215,0.08,0.24
03-03-2026 03:00,1772506800,0.045,0.0635,0.145,0.12,0.0405,0.235,0.215,0.08,0.24
03-03-2026 04:00,1772510400,0.045,0.0625,0.145,0.105,0.041,0.235,0.21,0.08,0.23
03-03-2026 05:00,1772514000,0.044,0.0625,0.145,0.115,0.041,0.24,0.21,0.08,0.23
03-03-2026 06:00,1772517600,0.044,0.0625,0.145,0.115,0.041,0.235,0.21,0.08,0.245
03-03-2026 07:00,1772521200,0.0405,0.0625,0.145,0.115,0.041,0.235,0.21,0.08,0.245
03-03-2026 08:00,1772524800,0.0275,0.06,0.12,0.11,0.071,0.235,0.21,0.0815,0.21
03-03-2026 09:00,1772528400,0.028,0.06,0.12,0.11,0.071,0.235,0.21,0.0815,0.26
03-03-2026 10:00,1772532000,0.028,0.06,0.12,0.11,0.071,0.23,0.21,0.0815,0.255
03-03-2026 11:00,1772535600,0.028,0.06,0.105,0.11,0.0705,0.225,0.21,0.0845,0.34
03-03-2026 12:00,1772539200,0.028,0.06,0.105,0.11,0.07,0.2,0.21,0.0845,0.36
03-03-2026 13:00,1772542800,0.0215,0.0495,0.09,0.09,0.0555,0.145,0.205,0.1605,0.415
03-03-2026 14:00,1772546400,0.025,0.0495,0.09,0.09,0.0515,0.145,0.205,0.155,0.425
03-03-2026 15:00,1772550000,0.025,0.049,0.08,0.085,0.0465,0.15,0.195,0.154,0.395
03-03-2026 16:00,1772553600,0.023,0.0495,0.08,0.085,0.045,0.135,0.195,0.166,0.38
03-03-2026 17:00,1772557200,0.0265,0.0495,0.075,0.085,0.0255,0.135,0.185,0.173,0.39
03-03-2026 18:00,1772560800,0.026,0.0455,0.07,0.08,0.048,0.135,0.185,0.177,0.435
03-03-2026 19:00,1772564400,0.027,0.0435,0.07,0.08,0.0425,0.135,0.165,0.1805,0.425
03-03-2026 20:00,1772568000,0.026,0.044,0.07,0.075,0.0335,0.135,0.19,0.162,0.425
03-03-2026 21:00,1772571600,0.027,0.0455,0.075,0.085,0.0265,0.135,0.19,0.162,0.425
03-03-2026 22:00,1772575200,0.026,0.0455,0.075,0.075,0.03,0.135,0.185,0.156,0.435
03-03-2026 23:00,1772578800,0.0275,0.0455,0.075,0.075,0.033,0.135,0.185,0.15,0.425
03-04-2026 00:00,1772582400,0.068,0.0455,0.075,0.09,0.0255,0.135,0.19,0.1495,0.425
03-04-2026 01:00,1772586000,0.06,0.0435,0.065,0.075,0.0275,0.135,0.195,0.1495,0.425
03-04-2026 02:00,1772589600,0.0665,0.0435,0.065,0.075,0.026,0.075,0.195,0.207,0.425
03-04-2026 03:00,1772593200,0.0635,0.0445,0.065,0.075,0.026,0.085,0.2,0.209,0.425
03-04-2026 04:00,1772596800,0.057,0.0435,0.065,0.075,0.0475,0.075,0.195,0.21,0.425
03-04-2026 05:00,1772600400,0.0535,0.044,0.065,0.075,0.0295,0.065,0.195,0.2175,0.425
03-04-2026 06:00,1772604000,0.04,0.041,0.065,0.07,0.02,0.055,0.185,0.188,0.485
03-04-2026 07:00,1772607600,0.0235,0.0405,0.075,0.075,0.074,0.045,0.15,0.1555,0.495
03-04-2026 08:00,1772611200,0.0175,0.0405,0.075,0.075,0.073,0.045,0.155,0.1535,0.495
03-04-2026 09:00,1772614800,0.0175,0.036,0.065,0.065,0.061,0.055,0.155,0.1555,0.49
03-04-2026 10:00,1772618400,0.0175,0.0335,0.06,0.055,0.0615,0.05,0.145,0.1865,0.49
03-04-2026 11:00,1772622000,0.0175,0.033,0.065,0.06,0.059,0.045,0.145,0.175,0.49
03-04-2026 12:00,1772625600,0.0175,0.0325,0.065,0.06,0.0415,0.045,0.165,0.184,0.485
03-04-2026 13:00,1772629200,0.0175,0.031,0.065,0.06,0.033,0.04,0.17,0.1865,0.455
03-04-2026 14:00,1772632800,0.0175,0.0345,0.065,0.065,0.032,0.045,0.17,0.197,0.455
03-04-2026 15:00,1772636400,0.0175,0.034,0.065,0.065,0.032,0.05,0.17,0.2065,0.455
03-04-2026 16:00,1772640000,0.017,0.034,0.055,0.065,0.028,0.04,0.18,0.2195,0.43
03-04-2026 17:00,1772643600,0.0165,0.0335,0.055,0.055,0.0205,0.04,0.18,0.2195,0.43
03-04-2026 18:00,1772647200,0.0165,0.0335,0.05,0.055,0.019,0.03,0.175,0.213,0.45
03-04-2026 19:00,1772650800,0.016,0.034,0.05,0.06,0.019,0.03,0.18,0.213,0.445
03-04-2026 20:00,1772654400,0.0155,0.0335,0.055,0.055,0.019,0.03,0.16,0.213,0.445
03-04-2026 21:00,1772658000,0.0155,0.0345,0.055,0.055,0.0335,0.0395,0.155,0.213,0.445
03-04-2026 22:00,1772661600,0.0155,0.034,0.055,0.055,0.029,0.0395,0.185,0.213,0.43
03-04-2026 23:00,1772665200,0.0155,0.034,0.055,0.055,0.034,0.0455,0.215,0.2135,0.375
03-05-2026 00:00,1772668800,0.0155,0.034,0.055,0.055,0.0325,0.0455,0.195,0.191,0.385
03-05-2026 01:00,1772672400,0.0155,0.034,0.055,0.055,0.033,0.0455,0.185,0.1925,0.395
03-05-2026 02:00,1772676000,0.0155,0.0345,0.06,0.055,0.0245,0.0455,0.185,0.1925,0.415
03-05-2026 03:00,1772679600,0.0155,0.034,0.06,0.055,0.0225,0.0455,0.18,0.1925,0.425
03-05-2026 04:00,1772683200,0.0155,0.0415,0.06,0.055,0.0365,0.0455,0.18,0.198,0.395
03-05-2026 05:00,1772686800,0.0155,0.04,0.075,0.055,0.0455,0.08,0.225,0.198,0.39
03-05-2026 06:00,1772690400,0.0155,0.038,0.06,0.055,0.0415,0.0695,0.235,0.1995,0.39
03-05-2026 07:00,1772694000,0.0155,0.038,0.06,0.055,0.0415,0.07,0.225,0.2005,0.395
03-05-2026 08:00,1772697600,0.0155,0.0365,0.085,0.055,0.03,0.07,0.215,0.2,0.38
03-05-2026 09:00,1772701200,0.0155,0.038,0.055,0.045,0.022,0.0585,0.195,0.232,0.45
03-05-2026 10:00,1772704800,0.016,0.037,0.055,0.045,0.021,0.046,0.175,0.22,0.455
03-05-2026 11:00,1772708400,0.016,0.0355,0.055,0.04,0.023,0.051,0.19,0.218,0.45
03-05-2026 12:00,1772712000,0.0145,0.0235,0.04,0.035,0.021,0.051,0.175,0.218,0.45
03-05-2026 13:00,1772715600,0.014,0.028,0.04,0.0355,0.0205,0.059,0.18,0.2115,0.485
03-05-2026 14:00,1772719200,0.014,0.026,0.0355,0.0355,0.023,0.0545,0.18,0.211,0.485
03-05-2026 15:00,1772722800,0.014,0.027,0.0355,0.0405,0.0225,0.048,0.17,0.211,0.505
03-05-2026 16:00,1772726400,0.014,0.026,0.0455,0.04,0.0225,0.0435,0.17,0.211,0.505
03-05-2026 17:00,1772730000,0.014,0.029,0.043,0.0405,0.0225,0.0435,0.17,0.211,0.505
03-05-2026 18:00,1772733600,0.014,0.028,0.0415,0.04,0.022,0.0385,0.17,0.24,0.5
03-05-2026 19:00,1772737200,0.0145,0.027,0.0655,0.036,0.0225,0.0395,0.17,0.2385,0.495
03-05-2026 20:00,1772740800,0.0135,0.026,0.0505,0.035,0.021,0.0395,0.165,0.2385,0.52
03-05-2026 21:00,1772744400,0.0135,0.025,0.0295,0.0345,0.023,0.036,0.155,0.225,0.54
03-05-2026 22:00,1772748000,0.013,0.0245,0.034,0.0395,0.0145,0.025,0.155,0.215,0.55
03-05-2026 23:00,1772751600,0.012,0.0245,0.0175,0.033,0.015,0.0205,0.085,0.1405,0.655
03-06-2026 00:00,1772755200,0.012,0.0225,0.0265,0.033,0.014,0.029,0.085,0.141,0.63
03-06-2026 01:00,1772758800,0.0115,0.0205,0.035,0.0275,0.0105,0.02,0.085,0.177,0.675
03-06-2026 02:00,1772762400,0.012,0.0205,0.0115,0.015,0.0135,0.0155,0.095,0.1715,0.61
03-06-2026 03:00,1772766000,0.012,0.045,0.011,0.0205,0.0145,0.0125,0.085,0.17,0.64
03-06-2026 04:00,1772769600,0.0115,0.045,0.011,0.0165,0.0115,0.0125,0.11,0.1655,0.625
03-06-2026 05:00,1772773200,0.0115,0.0475,0.011,0.014,0.0115,0.0125,0.135,0.167,0.61
03-06-2026 06:00,1772776800,0.0115,0.047,0.011,0.013,0.0115,0.0125,0.125,0.1595,0.625
03-06-2026 07:00,1772780400,0.0115,0.045,0.011,0.0125,0.0115,0.0125,0.12,0.148,0.63
03-06-2026 08:00,1772784000,0.0115,0.044,0.011,0.0105,0.0115,0.0125,0.12,0.148,0.635
03-06-2026 09:00,1772787600,0.0115,0.0455,0.011,0.0105,0.0115,0.0125,0.12,0.148,0.635
03-06-2026 10:00,1772791200,0.011,0.045,0.0105,0.0105,0.0115,0.0125,0.135,0.1545,0.63
03-06-2026 11:00,1772794800,0.011,0.028,0.0105,0.0105,0.0115,0.0125,0.11,0.155,0.635
03-06-2026 12:00,1772798400,0.011,0.0225,0.0105,0.0125,0.0085,0.011,0.11,0.156,0.675
03-06-2026 13:00,1772802000,0.012,0.0205,0.0105,0.0075,0.008,0.011,0.11,0.1565,0.68
03-06-2026 14:00,1772805600,0.0125,0.0145,0.0105,0.0145,0.0085,0.011,0.11,0.155,0.695
03-06-2026 15:00,1772809200,0.0125,0.0145,0.0105,0.0075,0.008,0.011,0.105,0.1585,0.69
03-06-2026 16:00,1772812800,0.012,0.0135,0.007,0.0075,0.0065,0.0115,0.09,0.1545,0.73
03-06-2026 17:00,1772816400,0.012,0.013,0.0075,0.007,0.005,0.011,0.09,0.149,0.735
03-06-2026 18:00,1772820000,0.012,0.013,0.0075,0.0065,0.005,0.011,0.085,0.144,0.735
03-06-2026 19:00,1772823600,0.012,0.011,0.0075,0.0065,0.005,0.011,0.085,0.1445,0.74
03-06-2026 20:00,1772827200,0.012,0.011,0.008,0.0065,0.008,0.011,0.085,0.1445,0.74
03-06-2026 21:00,1772830800,0.012,0.011,0.0075,0.0065,0.007,0.0105,0.085,0.146,0.74
03-06-2026 22:00,1772834400,0.012,0.0105,0.007,0.0065,0.007,0.0105,0.085,0.159,0.715
03-06-2026 23:00,1772838000,0.0105,0.0085,0.007,0.0065,0.006,0.0105,0.08,0.137,0.76
03-07-2026 00:00,1772841600,0.0105,0.0085,0.007,0.0065,0.007,0.0105,0.08,0.1405,0.76
03-07-2026 01:00,1772845200,0.012,0.01,0.0045,0.005,0.007,0.0085,0.05,0.1305,0.775
03-07-2026 02:00,1772848800,0.012,0.01,0.0045,0.006,0.007,0.0085,0.05,0.1305,0.775
03-07-2026 03:00,1772852400,0.012,0.01,0.0045,0.0065,0.007,0.0085,0.05,0.1495,0.775
03-07-2026 04:00,1772856000,0.012,0.01,0.0045,0.0065,0.007,0.0085,0.05,0.1525,0.775
03-07-2026 05:00,1772859600,0.012,0.01,0.0045,0.0065,0.007,0.0085,0.05,0.142,0.775
03-07-2026 06:00,1772863200,0.012,0.0105,0.0045,0.0065,0.007,0.0085,0.05,0.15,0.775
03-07-2026 07:00,1772866800,0.0115,0.011,0.0045,0.0065,0.007,0.0085,0.045,0.1395,0.775
03-07-2026 08:00,1772870400,0.012,0.0105,0.0045,0.006,0.0075,0.0085,0.05,0.1475,0.775
03-07-2026 09:00,1772874000,0.012,0.0105,0.0045,0.006,0.007,0.0085,0.07,0.14,0.76
03-07-2026 10:00,1772877600,0.011,0.0105,0.0045,0.0055,0.007,0.0085,0.07,0.1405,0.765
03-07-2026 11:00,1772881200,0.011,0.0095,0.0045,0.0055,0.007,0.0085,0.07,0.1385,0.765
03-07-2026 12:00,1772884800,0.0115,0.01,0.0075,0.008,0.0075,0.0085,0.06,0.1405,0.77
03-07-2026 13:00,1772888400,0.0115,0.011,0.008,0.008,0.0085,0.0085,0.06,0.1375,0.765
03-07-2026 14:00,1772892000,0.0115,0.01,0.008,0.008,0.0085,0.0085,0.075,0.139,0.75
03-07-2026 15:00,1772895600,0.0115,0.01,0.0075,0.008,0.008,0.0085,0.09,0.1345,0.755
03-07-2026 16:00,1772899200,0.0115,0.01,0.0075,0.008,0.008,0.009,0.085,0.1295,0.75
03-07-2026 17:00,1772902800,0.0115,0.01,0.008,0.008,0.0075,0.009,0.085,0.1245,0.755
03-07-2026 18:00,1772906400,0.0115,0.01,0.0075,0.0075,0.007,0.009,0.085,0.125,0.755
03-07-2026 19:00,1772910000,0.012,0.0085,0.007,0.008,0.0055,0.008,0.085,0.1215,0.76
03-07-2026 20:00,1772913600,0.012,0.01,0.0095,0.0085,0.008,0.013,0.085,0.121,0.76
03-07-2026 21:00,1772917200,0.012,0.0105,0.009,0.0085,0.008,0.013,0.085,0.1185,0.755
03-07-2026 22:00,1772920800,0.012,0.01,0.0095,0.0085,0.008,0.013,0.085,0.1225,0.755
03-07-2026 23:00,1772924400,0.012,0.0135,0.009,0.0085,0.008,0.013,0.08,0.119,0.76
03-08-2026 00:00,1772928000,0.012,0.013,0.009,0.0085,0.008,0.0135,0.07,0.1225,0.76
03-08-2026 01:00,1772931600,0.0115,0.01,0.0095,0.0085,0.0085,0.014,0.07,0.1245,0.76
03-08-2026 02:00,1772935200,0.0115,0.01,0.01,0.0075,0.008,0.013,0.07,0.123,0.775
03-08-2026 03:00,1772938800,0.0115,0.01,0.0095,0.0075,0.008,0.013,0.07,0.122,0.77
03-08-2026 04:00,1772942400,0.0115,0.01,0.01,0.0075,0.008,0.013,0.07,0.1225,0.775
03-08-2026 05:00,1772946000,0.0115,0.01,0.0095,0.008,0.008,0.013,0.07,0.121,0.765
03-08-2026 06:00,1772949600,0.0115,0.01,0.01,0.0075,0.008,0.013,0.07,0.1185,0.765
03-08-2026 07:00,1772953200,0.0115,0.0125,0.009,0.0075,0.0075,0.0125,0.04,0.123,0.78
03-08-2026 08:00,1772956800,0.013,0.0135,0.01,0.008,0.0085,0.013,0.045,0.1225,0.785
03-08-2026 09:00,1772960400,0.0135,0.012,0.0095,0.008,0.009,0.0135,0.05,0.125,0.78
03-08-2026 10:00,1772964000,0.013,0.013,0.0095,0.008,0.0075,0.0135,0.04,0.1195,0.79
03-08-2026 11:00,1772967600,0.014,0.013,0.0095,0.008,0.0075,0.012,0.035,0.12,0.795
03-08-2026 12:00,1772971200,0.0135,0.019,0.0085,0.0085,0.0075,0.013,0.04,0.116,0.795
03-08-2026 13:00,1772974800,0.014,0.0215,0.0085,0.008,0.0055,0.013,0.039,0.118,0.795
03-08-2026 14:00,1772978400,0.013,0.0175,0.0095,0.008,0.0065,0.013,0.0405,0.12,0.795
03-08-2026 15:00,1772982000,0.013,0.015,0.008,0.008,0.0065,0.013,0.0405,0.119,0.795
03-08-2026 16:00,1772985600,0.014,0.0105,0.009,0.0085,0.0085,0.0115,0.0405,0.1175,0.795
03-08-2026 17:00,1772989200,0.016,0.01,0.0095,0.009,0.0085,0.0125,0.042,0.1175,0.795
03-08-2026 18:00,1772992800,0.016,0.0095,0.0095,0.009,0.0085,0.0125,0.0385,0.116,0.795
03-08-2026 19:00,1772996400,0.016,0.0095,0.009,0.009,0.0085,0.0115,0.038,0.116,0.795
03-08-2026 20:00,1773000000,0.016,0.01,0.009,0.009,0.009,0.0105,0.0355,0.116,0.795
03-08-2026 21:00,1773003600,0.016,0.009,0.009,0.009,0.0085,0.0105,0.035,0.117,0.795
03-08-2026 22:00,1773007200,0.016,0.0085,0.0095,0.009,0.009,0.0135,0.034,0.119,0.795
03-08-2026 23:00,1773010800,0.014,0.009,0.0095,0.009,0.0095,0.013,0.032,0.0795,0.85
03-09-2026 00:00,1773014400,0.0135,0.0085,0.009,0.0085,0.0095,0.009,0.032,0.0545,0.89
03-09-2026 01:00,1773018000,0.0125,0.009,0.009,0.0085,0.009,0.009,0.0175,0.055,0.9
03-09-2026 02:00,1773021600,0.0125,0.0095,0.009,0.0085,0.0085,0.009,0.0175,0.0585,0.895
03-09-2026 03:00,1773025200,0.0135,0.0085,0.009,0.0085,0.0085,0.008,0.02,0.0285,0.925
03-09-2026 04:00,1773028800,0.0145,0.009,0.009,0.0085,0.0085,0.008,0.015,0.0235,0.925
03-09-2026 05:00,1773032400,0.0145,0.0085,0.0095,0.0085,0.0095,0.0105,0.0195,0.0335,0.915
03-09-2026 06:00,1773036000,0.0115,0.0085,0.0085,0.0085,0.0085,0.0105,0.02,0.04,0.89
03-09-2026 07:00,1773039600,0.012,0.0125,0.01,0.0085,0.0095,0.011,0.0195,0.0415,0.89
03-09-2026 08:00,1773043200,0.012,0.013,0.0095,0.0085,0.009,0.0105,0.0195,0.0415,0.885
03-09-2026 09:00,1773046800,0.011,0.008,0.009,0.0085,0.009,0.0105,0.02,0.0425,0.885
