field_id,release_datetime_et,event,event_base_matched,A,C,raw_surprise
existing_home_sales,2013-10-21 10:00:00,Existing Home Sales,Existing Home Sales,5290000.0,5300000.0,-10000.0
nonfarm_payrolls,2013-10-22 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,148000.0,180000.0,-32000.0
unemployment_rate,2013-10-22 08:30:00,Unemployment Rate,Unemployment Rate,7.2,7.3,-0.09999999999999964
durable_goods,2013-10-25 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),3.7,2.0,1.7000000000000002
industrial_production,2013-10-28 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.6,0.4,0.19999999999999996
ppi,2013-10-29 08:30:00,PPI (MoM),PPI (MoM),-0.1,0.2,-0.30000000000000004
retail_sales,2013-10-29 08:30:00,Retail Sales (MoM),Retail Sales (MoM),-0.1,0.1,-0.2
cpi,2013-10-30 08:30:00,CPI (YoY),CPI (YoY),1.2,1.2,0.0
ism_manufacturing,2013-11-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,56.4,55.0,1.3999999999999986
ism_services,2013-11-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,55.4,54.0,1.3999999999999986
real_gdp_advance,2013-11-07 08:30:00,GDP (QoQ),GDP (QoQ),2.8,2.0,0.7999999999999998
nonfarm_payrolls,2013-11-08 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,204000.0,125000.0,79000.0
unemployment_rate,2013-11-08 08:30:00,Unemployment Rate,Unemployment Rate,7.3,7.3,0.0
industrial_production,2013-11-15 09:15:00,Industrial Production (MoM),Industrial Production (MoM),-0.1,0.2,-0.30000000000000004
cpi,2013-11-20 08:30:00,CPI (YoY),CPI (YoY),1.0,1.0,0.0
retail_sales,2013-11-20 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.4,0.1,0.30000000000000004
existing_home_sales,2013-11-20 10:00:00,Existing Home Sales,Existing Home Sales,5120000.0,5130000.0,-10000.0
ppi,2013-11-21 08:30:00,PPI (MoM),PPI (MoM),-0.2,-0.2,0.0
building_permits,2013-11-26 08:30:00,Building Permits,Building Permits,970000.0,930000.0,40000.0
durable_goods,2013-11-27 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-2.0,-1.9,-0.10000000000000009
ism_manufacturing,2013-12-02 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,57.3,55.0,2.299999999999997
ism_services,2013-12-04 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,53.9,55.0,-1.1000000000000014
new_home_sales,2013-12-04 10:00:00,New Home Sales,New Home Sales,444000.0,428000.0,16000.0
real_gdp_advance,2013-12-05 08:30:00,GDP (QoQ),GDP (QoQ),3.6,3.0,0.6000000000000001
nonfarm_payrolls,2013-12-06 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,203000.0,180000.0,23000.0
unemployment_rate,2013-12-06 08:30:00,Unemployment Rate,Unemployment Rate,7.0,7.2,-0.20000000000000018
retail_sales,2013-12-12 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.7,0.6,0.09999999999999998
ppi,2013-12-13 08:30:00,PPI (MoM),PPI (MoM),-0.1,-0.1,0.0
industrial_production,2013-12-16 09:15:00,Industrial Production (MoM),Industrial Production (MoM),1.1,0.5,0.6000000000000001
cpi,2013-12-17 08:30:00,CPI (YoY),CPI (YoY),1.2,1.3,-0.10000000000000009
building_permits,2013-12-18 08:30:00,Building Permits,Building Permits,1007000.0,990000.0,17000.0
housing_starts,2013-12-18 08:30:00,Housing Starts,Housing Starts,1091000.0,950000.0,141000.0
existing_home_sales,2013-12-19 10:00:00,Existing Home Sales,Existing Home Sales,4900000.0,5030000.0,-130000.0
durable_goods,2013-12-24 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),3.5,2.0,1.5
ism_manufacturing,2014-01-02 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,57.0,57.0,0.0
ism_services,2014-01-06 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,53.0,54.5,-1.5
nonfarm_payrolls,2014-01-10 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,74000.0,196000.0,-122000.0
unemployment_rate,2014-01-10 08:30:00,Unemployment Rate,Unemployment Rate,6.7,7.0,-0.2999999999999998
retail_sales,2014-01-14 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.2,0.1,0.1
ppi,2014-01-15 08:30:00,PPI (MoM),PPI (MoM),0.4,0.4,0.0
cpi,2014-01-16 08:30:00,CPI (YoY),CPI (YoY),1.5,1.5,0.0
building_permits,2014-01-17 08:30:00,Building Permits,Building Permits,986000.0,1015000.0,-29000.0
housing_starts,2014-01-17 08:30:00,Housing Starts,Housing Starts,999000.0,990000.0,9000.0
industrial_production,2014-01-17 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.3,0.3,0.0
existing_home_sales,2014-01-23 10:00:00,Existing Home Sales,Existing Home Sales,4870000.0,4940000.0,-70000.0
new_home_sales,2014-01-27 10:00:00,New Home Sales,New Home Sales,414000.0,457000.0,-43000.0
durable_goods,2014-01-28 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-4.3,1.8,-6.1
real_gdp_advance,2014-01-30 08:30:00,GDP (QoQ),GDP (QoQ),3.2,3.2,0.0
ism_manufacturing,2014-02-03 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,51.3,56.4,-5.100000000000001
ism_services,2014-02-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,54.0,53.7,0.29999999999999716
nonfarm_payrolls,2014-02-07 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,113000.0,185000.0,-72000.0
unemployment_rate,2014-02-07 08:30:00,Unemployment Rate,Unemployment Rate,6.6,6.7,-0.10000000000000053
retail_sales,2014-02-13 08:30:00,Retail Sales (MoM),Retail Sales (MoM),-0.4,0.3,-0.7
industrial_production,2014-02-14 09:15:00,Industrial Production (MoM),Industrial Production (MoM),-0.3,0.3,-0.6
building_permits,2014-02-19 08:30:00,Building Permits,Building Permits,937000.0,980000.0,-43000.0
housing_starts,2014-02-19 08:30:00,Housing Starts,Housing Starts,880000.0,950000.0,-70000.0
ppi,2014-02-19 08:30:00,PPI (MoM),PPI (MoM),0.2,0.1,0.1
cpi,2014-02-20 08:30:00,CPI (YoY),CPI (YoY),1.6,1.6,0.0
existing_home_sales,2014-02-21 10:00:00,Existing Home Sales,Existing Home Sales,4620000.0,4680000.0,-60000.0
new_home_sales,2014-02-26 10:00:00,New Home Sales,New Home Sales,468000.0,400000.0,68000.0
durable_goods,2014-02-27 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-1.0,-1.5,0.5
real_gdp_advance,2014-02-28 08:30:00,GDP (QoQ),GDP (QoQ),2.4,2.5,-0.10000000000000009
ism_manufacturing,2014-03-03 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,53.2,52.0,1.2000000000000028
ism_services,2014-03-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,51.6,53.5,-1.8999999999999986
nonfarm_payrolls,2014-03-07 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,175000.0,149000.0,26000.0
unemployment_rate,2014-03-07 08:30:00,Unemployment Rate,Unemployment Rate,6.7,6.6,0.10000000000000053
retail_sales,2014-03-13 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.3,0.2,0.09999999999999998
ppi,2014-03-14 08:30:00,PPI (MoM),PPI (MoM),-0.1,0.2,-0.30000000000000004
industrial_production,2014-03-17 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.6,0.1,0.5
building_permits,2014-03-18 08:30:00,Building Permits,Building Permits,1018000.0,960000.0,58000.0
cpi,2014-03-18 08:30:00,CPI (YoY),CPI (YoY),1.1,1.2,-0.09999999999999987
housing_starts,2014-03-18 08:30:00,Housing Starts,Housing Starts,907000.0,910000.0,-3000.0
existing_home_sales,2014-03-20 10:00:00,Existing Home Sales,Existing Home Sales,4600000.0,4600000.0,0.0
new_home_sales,2014-03-25 10:00:00,New Home Sales,New Home Sales,440000.0,445000.0,-5000.0
durable_goods,2014-03-26 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),2.2,1.0,1.2000000000000002
real_gdp_advance,2014-03-27 08:30:00,GDP (QoQ),GDP (QoQ),2.6,2.7,-0.10000000000000009
ism_manufacturing,2014-04-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,53.7,54.0,-0.29999999999999716
ism_services,2014-04-03 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,53.1,53.5,-0.3999999999999986
nonfarm_payrolls,2014-04-04 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,192000.0,200000.0,-8000.0
unemployment_rate,2014-04-04 08:30:00,Unemployment Rate,Unemployment Rate,6.7,6.6,0.10000000000000053
ppi,2014-04-11 08:30:00,PPI (MoM),PPI (MoM),0.5,0.1,0.4
retail_sales,2014-04-14 08:30:00,Retail Sales (MoM),Retail Sales (MoM),1.1,0.8,0.30000000000000004
cpi,2014-04-15 08:30:00,CPI (YoY),CPI (YoY),1.5,1.4,0.10000000000000009
building_permits,2014-04-16 08:30:00,Building Permits,Building Permits,990000.0,1008000.0,-18000.0
housing_starts,2014-04-16 08:30:00,Housing Starts,Housing Starts,946000.0,973000.0,-27000.0
industrial_production,2014-04-16 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.7,0.5,0.19999999999999996
existing_home_sales,2014-04-22 10:00:00,Existing Home Sales,Existing Home Sales,4590000.0,4550000.0,40000.0
new_home_sales,2014-04-23 10:00:00,New Home Sales,New Home Sales,384000.0,450000.0,-66000.0
durable_goods,2014-04-24 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),2.6,2.0,0.6000000000000001
real_gdp_advance,2014-04-30 08:30:00,GDP (QoQ),GDP (QoQ),0.1,1.2,-1.0999999999999999
ism_manufacturing,2014-05-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,54.9,54.3,0.6000000000000014
nonfarm_payrolls,2014-05-02 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,288000.0,210000.0,78000.0
unemployment_rate,2014-05-02 08:30:00,Unemployment Rate,Unemployment Rate,6.3,6.6,-0.2999999999999998
ism_services,2014-05-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,55.2,54.1,1.1000000000000014
retail_sales,2014-05-13 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.1,0.4,-0.30000000000000004
ppi,2014-05-14 08:30:00,PPI (MoM),PPI (MoM),0.6,0.2,0.39999999999999997
cpi,2014-05-15 08:30:00,CPI (YoY),CPI (YoY),2.0,2.0,0.0
industrial_production,2014-05-15 09:15:00,Industrial Production (MoM),Industrial Production (MoM),-0.6,0.1,-0.7
building_permits,2014-05-16 08:30:00,Building Permits,Building Permits,1080000.0,1010000.0,70000.0
housing_starts,2014-05-16 08:30:00,Housing Starts,Housing Starts,1072000.0,980000.0,92000.0
existing_home_sales,2014-05-22 10:00:00,Existing Home Sales,Existing Home Sales,4650000.0,4680000.0,-30000.0
new_home_sales,2014-05-23 10:00:00,New Home Sales,New Home Sales,433000.0,425000.0,8000.0
durable_goods,2014-05-27 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),0.8,-0.5,1.3
real_gdp_advance,2014-05-29 08:30:00,GDP (QoQ),GDP (QoQ),-1.0,-0.5,-0.5
ism_manufacturing,2014-06-02 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,55.4,55.5,-0.10000000000000142
ism_services,2014-06-04 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,56.3,55.5,0.7999999999999972
nonfarm_payrolls,2014-06-06 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,217000.0,218000.0,-1000.0
unemployment_rate,2014-06-06 08:30:00,Unemployment Rate,Unemployment Rate,6.3,6.4,-0.10000000000000053
retail_sales,2014-06-12 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.3,0.6,-0.3
ppi,2014-06-13 08:30:00,PPI (MoM),PPI (MoM),-0.2,0.1,-0.30000000000000004
industrial_production,2014-06-16 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.6,0.5,0.09999999999999998
building_permits,2014-06-17 08:30:00,Building Permits,Building Permits,991000.0,1050000.0,-59000.0
cpi,2014-06-17 08:30:00,CPI (YoY),CPI (YoY),2.1,2.0,0.10000000000000009
housing_starts,2014-06-17 08:30:00,Housing Starts,Housing Starts,1001000.0,1034000.0,-33000.0
existing_home_sales,2014-06-23 10:00:00,Existing Home Sales,Existing Home Sales,4890000.0,4730000.0,160000.0
new_home_sales,2014-06-24 10:00:00,New Home Sales,New Home Sales,504000.0,440000.0,64000.0
durable_goods,2014-06-25 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-1.0,0.2,-1.2
real_gdp_advance,2014-06-25 08:30:00,GDP (QoQ),GDP (QoQ),-2.9,-1.7,-1.2
ism_manufacturing,2014-07-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,55.3,55.8,-0.5
nonfarm_payrolls,2014-07-03 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,288000.0,212000.0,76000.0
unemployment_rate,2014-07-03 08:30:00,Unemployment Rate,Unemployment Rate,6.1,6.3,-0.20000000000000018
ism_services,2014-07-03 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,56.0,56.3,-0.29999999999999716
retail_sales,2014-07-15 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.2,0.6,-0.39999999999999997
ppi,2014-07-16 08:30:00,PPI (MoM),PPI (MoM),0.4,0.2,0.2
industrial_production,2014-07-16 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.2,0.4,-0.2
building_permits,2014-07-17 08:30:00,Building Permits,Building Permits,963000.0,1040000.0,-77000.0
housing_starts,2014-07-17 08:30:00,Housing Starts,Housing Starts,893000.0,1018000.0,-125000.0
cpi,2014-07-22 08:30:00,CPI (YoY),CPI (YoY),2.1,2.1,0.0
existing_home_sales,2014-07-22 10:00:00,Existing Home Sales,Existing Home Sales,5040000.0,4970000.0,70000.0
new_home_sales,2014-07-24 10:00:00,New Home Sales,New Home Sales,406000.0,479000.0,-73000.0
durable_goods,2014-07-25 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),0.7,0.5,0.19999999999999996
real_gdp_advance,2014-07-30 08:30:00,GDP (QoQ)  (Q2),GDP (QoQ),4.0,3.0,1.0
nonfarm_payrolls,2014-08-01 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,209000.0,233000.0,-24000.0
unemployment_rate,2014-08-01 08:30:00,Unemployment Rate,Unemployment Rate,6.2,6.1,0.10000000000000053
ism_manufacturing,2014-08-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,57.1,56.0,1.1000000000000014
ism_services,2014-08-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,58.7,56.3,2.4000000000000057
retail_sales,2014-08-13 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.0,0.2,-0.2
ppi,2014-08-15 08:30:00,PPI (MoM),PPI (MoM),0.1,0.1,0.0
industrial_production,2014-08-15 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.4,0.3,0.10000000000000003
building_permits,2014-08-19 08:30:00,Building Permits,Building Permits,1052000.0,1000000.0,52000.0
cpi,2014-08-19 08:30:00,CPI (YoY),CPI (YoY),2.0,2.0,0.0
housing_starts,2014-08-19 08:30:00,Housing Starts,Housing Starts,1093000.0,969000.0,124000.0
existing_home_sales,2014-08-21 10:00:00,Existing Home Sales,Existing Home Sales,5150000.0,5020000.0,130000.0
new_home_sales,2014-08-25 10:00:00,New Home Sales,New Home Sales,412000.0,430000.0,-18000.0
durable_goods,2014-08-26 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),22.6,7.5,15.100000000000001
ism_manufacturing,2014-09-02 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,59.0,56.8,2.200000000000003
ism_services,2014-09-04 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,59.6,57.5,2.1000000000000014
nonfarm_payrolls,2014-09-05 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,142000.0,225000.0,-83000.0
unemployment_rate,2014-09-05 08:30:00,Unemployment Rate,Unemployment Rate,6.1,6.1,0.0
retail_sales,2014-09-12 08:30:00,Retail Sales (MoM)  (Aug),Retail Sales (MoM),0.6,0.6,0.0
industrial_production,2014-09-15 09:15:00,Industrial Production (MoM)  (Aug),Industrial Production (MoM),-0.1,0.3,-0.4
ppi,2014-09-16 08:30:00,PPI (MoM)  (Aug),PPI (MoM),0.0,0.1,-0.1
cpi,2014-09-17 08:30:00,CPI (YoY)  (Aug),CPI (YoY),1.7,1.9,-0.19999999999999996
building_permits,2014-09-18 08:30:00,Building Permits  (Aug),Building Permits,998000.0,1045000.0,-47000.0
housing_starts,2014-09-18 08:30:00,Housing Starts  (Aug),Housing Starts,956000.0,1040000.0,-84000.0
existing_home_sales,2014-09-22 10:00:00,Existing Home Sales  (Aug),Existing Home Sales,5050000.0,5200000.0,-150000.0
new_home_sales,2014-09-24 10:00:00,New Home Sales  (Aug),New Home Sales,504000.0,430000.0,74000.0
durable_goods,2014-09-25 08:30:00,Durable Goods Orders (MoM)  (Aug),Durable Goods Orders (MoM),-18.2,-18.0,-0.1999999999999993
ism_manufacturing,2014-10-01 10:00:00,ISM Manufacturing PMI  (Sep),ISM Manufacturing PMI,56.6,58.5,-1.8999999999999986
nonfarm_payrolls,2014-10-03 08:30:00,Nonfarm Payrolls  (Sep),Nonfarm Payrolls,248000.0,215000.0,33000.0
unemployment_rate,2014-10-03 08:30:00,Unemployment Rate  (Sep),Unemployment Rate,5.9,6.1,-0.1999999999999993
ism_services,2014-10-03 10:00:00,ISM Non-Manufacturing PMI  (Sep),ISM Non-Manufacturing PMI,58.6,58.5,0.10000000000000142
ppi,2014-10-15 08:30:00,PPI (MoM)  (Sep),PPI (MoM),-0.1,0.1,-0.2
retail_sales,2014-10-15 08:30:00,Retail Sales (MoM)  (Sep),Retail Sales (MoM),-0.3,-0.1,-0.19999999999999998
industrial_production,2014-10-16 09:15:00,Industrial Production (MoM)  (Sep),Industrial Production (MoM),1.0,0.4,0.6
building_permits,2014-10-17 08:30:00,Building Permits  (Sep),Building Permits,1018000.0,1029000.0,-11000.0
housing_starts,2014-10-17 08:30:00,Housing Starts  (Sep),Housing Starts,1017000.0,1004000.0,13000.0
existing_home_sales,2014-10-21 10:00:00,Existing Home Sales  (Sep),Existing Home Sales,5170000.0,5100000.0,70000.0
cpi,2014-10-22 08:30:00,CPI (YoY)  (Sep),CPI (YoY),1.7,1.6,0.09999999999999987
new_home_sales,2014-10-24 10:00:00,New Home Sales  (Sep),New Home Sales,467000.0,470000.0,-3000.0
durable_goods,2014-10-28 08:30:00,Durable Goods Orders (MoM)  (Sep),Durable Goods Orders (MoM),-1.3,0.5,-1.8
real_gdp_advance,2014-10-30 08:30:00,GDP (QoQ)  (Q3),GDP (QoQ),3.5,3.0,0.5
ism_manufacturing,2014-11-03 10:00:00,ISM Manufacturing PMI  (Oct),ISM Manufacturing PMI,59.0,56.2,2.799999999999997
ism_services,2014-11-05 10:00:00,ISM Non-Manufacturing PMI  (Oct),ISM Non-Manufacturing PMI,57.1,58.0,-0.8999999999999986
nonfarm_payrolls,2014-11-07 08:30:00,Nonfarm Payrolls  (Oct),Nonfarm Payrolls,214000.0,231000.0,-17000.0
unemployment_rate,2014-11-07 08:30:00,Unemployment Rate  (Oct),Unemployment Rate,5.8,5.9,-0.10000000000000053
retail_sales,2014-11-14 08:30:00,Retail Sales (MoM)  (Oct),Retail Sales (MoM),0.3,0.2,0.09999999999999998
industrial_production,2014-11-17 09:15:00,Industrial Production (MoM)  (Oct),Industrial Production (MoM),-0.1,0.2,-0.30000000000000004
ppi,2014-11-18 08:30:00,PPI (MoM)  (Oct),PPI (MoM),0.2,-0.1,0.30000000000000004
building_permits,2014-11-19 08:30:00,Building Permits  (Oct),Building Permits,1080000.0,1040000.0,40000.0
housing_starts,2014-11-19 08:30:00,Housing Starts  (Oct),Housing Starts,1009000.0,1025000.0,-16000.0
cpi,2014-11-20 08:30:00,CPI (YoY)  (Oct),CPI (YoY),1.7,1.6,0.09999999999999987
existing_home_sales,2014-11-20 10:00:00,Existing Home Sales  (Oct),Existing Home Sales,5260000.0,5150000.0,110000.0
durable_goods,2014-11-26 08:30:00,Durable Goods Orders (MoM)  (Oct),Durable Goods Orders (MoM),0.4,-0.4,0.8
new_home_sales,2014-11-26 10:00:00,New Home Sales  (Oct),New Home Sales,458000.0,471000.0,-13000.0
ism_manufacturing,2014-12-01 10:00:00,ISM Manufacturing PMI  (Nov),ISM Manufacturing PMI,58.7,57.9,0.8000000000000043
ism_services,2014-12-03 10:00:00,ISM Non-Manufacturing PMI  (Nov),ISM Non-Manufacturing PMI,59.3,57.5,1.7999999999999972
nonfarm_payrolls,2014-12-05 08:30:00,Nonfarm Payrolls  (Nov),Nonfarm Payrolls,321000.0,225000.0,96000.0
unemployment_rate,2014-12-05 08:30:00,Unemployment Rate  (Nov),Unemployment Rate,5.8,5.8,0.0
retail_sales,2014-12-11 08:30:00,Retail Sales (MoM)  (Nov),Retail Sales (MoM),0.7,0.4,0.29999999999999993
ppi,2014-12-12 08:30:00,PPI (MoM)  (Nov),PPI (MoM),-0.2,-0.1,-0.1
industrial_production,2014-12-15 09:15:00,Industrial Production (MoM)  (Nov),Industrial Production (MoM),1.3,0.7,0.6000000000000001
building_permits,2014-12-16 08:30:00,Building Permits  (Nov),Building Permits,1035000.0,1060000.0,-25000.0
housing_starts,2014-12-16 08:30:00,Housing Starts  (Nov),Housing Starts,1028000.0,1030000.0,-2000.0
cpi,2014-12-17 08:30:00,CPI (YoY)  (Nov),CPI (YoY),1.3,1.4,-0.09999999999999987
existing_home_sales,2014-12-22 10:00:00,Existing Home Sales  (Nov),Existing Home Sales,4930000.0,5190000.0,-260000.0
durable_goods,2014-12-23 08:30:00,Durable Goods Orders (MoM)  (Nov),Durable Goods Orders (MoM),-0.7,3.0,-3.7
new_home_sales,2014-12-23 10:00:00,New Home Sales  (Nov),New Home Sales,438000.0,460000.0,-22000.0
ism_manufacturing,2015-01-02 10:00:00,ISM Manufacturing PMI  (Dec),ISM Manufacturing PMI,55.5,57.6,-2.1000000000000014
ism_services,2015-01-06 10:00:00,ISM Non-Manufacturing PMI  (Dec),ISM Non-Manufacturing PMI,56.2,58.0,-1.7999999999999972
nonfarm_payrolls,2015-01-09 08:30:00,Nonfarm Payrolls  (Dec),Nonfarm Payrolls,252000.0,240000.0,12000.0
unemployment_rate,2015-01-09 08:30:00,Unemployment Rate  (Dec),Unemployment Rate,5.6,5.7,-0.10000000000000053
retail_sales,2015-01-14 08:30:00,Retail Sales (MoM)  (Dec),Retail Sales (MoM),-0.9,-0.1,-0.8
ppi,2015-01-15 08:30:00,PPI (MoM)  (Dec),PPI (MoM),-0.3,-0.4,0.10000000000000003
cpi,2015-01-16 08:30:00,CPI (YoY)  (Dec),CPI (YoY),0.8,0.7,0.10000000000000009
industrial_production,2015-01-16 09:15:00,Industrial Production (MoM)  (Dec),Industrial Production (MoM),-0.1,0.1,-0.2
building_permits,2015-01-21 08:30:00,Building Permits  (Dec),Building Permits,1032000.0,1055000.0,-23000.0
housing_starts,2015-01-21 08:30:00,Housing Starts  (Dec),Housing Starts,1089000.0,1040000.0,49000.0
existing_home_sales,2015-01-23 10:00:00,Existing Home Sales  (Dec),Existing Home Sales,5040000.0,5060000.0,-20000.0
durable_goods,2015-01-27 08:30:00,Durable Goods Orders (MoM)  (Dec),Durable Goods Orders (MoM),-3.4,0.5,-3.9
new_home_sales,2015-01-27 10:00:00,New Home Sales  (Dec),New Home Sales,481000.0,450000.0,31000.0
real_gdp_advance,2015-01-30 08:30:00,GDP (QoQ)  (Q4),GDP (QoQ),2.6,3.0,-0.3999999999999999
ism_manufacturing,2015-02-02 10:00:00,ISM Manufacturing PMI  (Jan),ISM Manufacturing PMI,53.5,54.5,-1.0
ism_services,2015-02-04 10:00:00,ISM Non-Manufacturing PMI  (Jan),ISM Non-Manufacturing PMI,56.7,56.3,0.4000000000000057
nonfarm_payrolls,2015-02-06 08:30:00,Nonfarm Payrolls  (Jan),Nonfarm Payrolls,257000.0,234000.0,23000.0
unemployment_rate,2015-02-06 08:30:00,Unemployment Rate  (Jan),Unemployment Rate,5.7,5.6,0.10000000000000053
retail_sales,2015-02-12 08:30:00,Retail Sales (MoM)  (Jan),Retail Sales (MoM),-0.8,-0.5,-0.30000000000000004
building_permits,2015-02-18 08:30:00,Building Permits  (Jan),Building Permits,1053000.0,1069000.0,-16000.0
housing_starts,2015-02-18 08:30:00,Housing Starts  (Jan),Housing Starts,1065000.0,1070000.0,-5000.0
ppi,2015-02-18 08:30:00,PPI (MoM)  (Jan),PPI (MoM),-0.8,-0.4,-0.4
industrial_production,2015-02-18 09:15:00,Industrial Production (MoM)  (Jan),Industrial Production (MoM),0.2,0.3,-0.09999999999999998
existing_home_sales,2015-02-23 10:00:00,Existing Home Sales  (Jan),Existing Home Sales,4820000.0,4970000.0,-150000.0
new_home_sales,2015-02-25 10:00:00,New Home Sales  (Jan),New Home Sales,481000.0,475000.0,6000.0
cpi,2015-02-26 08:30:00,CPI (YoY)  (Jan),CPI (YoY),-0.1,-0.1,0.0
durable_goods,2015-02-26 08:30:00,Durable Goods Orders (MoM)  (Jan),Durable Goods Orders (MoM),2.8,1.7,1.0999999999999999
ism_manufacturing,2015-03-02 10:00:00,ISM Manufacturing PMI  (Feb),ISM Manufacturing PMI,52.9,53.0,-0.10000000000000142
ism_services,2015-03-04 10:00:00,ISM Non-Manufacturing PMI  (Feb),ISM Non-Manufacturing PMI,56.9,56.5,0.3999999999999986
nonfarm_payrolls,2015-03-06 08:30:00,Nonfarm Payrolls  (Feb),Nonfarm Payrolls,295000.0,240000.0,55000.0
unemployment_rate,2015-03-06 08:30:00,Unemployment Rate  (Feb),Unemployment Rate,5.5,5.6,-0.09999999999999964
retail_sales,2015-03-12 08:30:00,Retail Sales (MoM)  (Feb),Retail Sales (MoM),-0.6,0.3,-0.8999999999999999
ppi,2015-03-13 08:30:00,PPI (MoM)  (Feb),PPI (MoM),-0.5,0.3,-0.8
industrial_production,2015-03-16 09:15:00,Industrial Production (MoM)  (Feb),Industrial Production (MoM),0.1,0.2,-0.1
building_permits,2015-03-17 08:30:00,Building Permits  (Feb),Building Permits,1092000.0,1065000.0,27000.0
housing_starts,2015-03-17 08:30:00,Housing Starts  (Feb),Housing Starts,897000.0,1049000.0,-152000.0
existing_home_sales,2015-03-23 10:00:00,Existing Home Sales  (Feb),Existing Home Sales,4880000.0,4900000.0,-20000.0
cpi,2015-03-24 08:30:00,CPI (YoY)  (Feb),CPI (YoY),0.0,-0.1,0.1
new_home_sales,2015-03-24 10:00:00,New Home Sales  (Feb),New Home Sales,539000.0,465000.0,74000.0
durable_goods,2015-03-25 08:30:00,Durable Goods Orders (MoM)  (Feb),Durable Goods Orders (MoM),-1.4,0.4,-1.7999999999999998
real_pce,2015-03-30 08:30:00,Real Personal Consumption (MoM)  (Feb),Real Personal Consumption (MoM),-0.1,0.2,-0.30000000000000004
ism_manufacturing,2015-04-01 10:00:00,ISM Manufacturing PMI  (Mar),ISM Manufacturing PMI,51.5,52.5,-1.0
