field_id,release_datetime_et,event,event_base_matched,A,C,raw_surprise
real_pce,2022-12-01 08:30:00,Real Personal Consumption (MoM)  (Oct),Real Personal Consumption (MoM),0.5,0.4,0.09999999999999998
ism_manufacturing,2022-12-01 10:00:00,ISM Manufacturing PMI  (Nov),ISM Manufacturing PMI,49.0,49.8,-0.7999999999999972
unemployment_rate,2022-12-02 07:30:00,Unemployment Rate  (Nov),Unemployment Rate,3.7,3.7,0.0
nonfarm_payrolls,2022-12-02 08:30:00,Nonfarm Payrolls  (Nov),Nonfarm Payrolls,263000.0,200000.0,63000.0
ism_services,2022-12-05 10:00:00,ISM Non-Manufacturing PMI  (Nov),ISM Non-Manufacturing PMI,56.5,53.3,3.200000000000003
ppi,2022-12-09 08:30:00,PPI (MoM)  (Nov),PPI (MoM),0.3,0.2,0.09999999999999998
cpi,2022-12-13 08:30:00,CPI (YoY)  (Nov),CPI (YoY),7.1,7.3,-0.20000000000000018
retail_sales,2022-12-15 08:30:00,Retail Sales (MoM)  (Nov),Retail Sales (MoM),-0.6,-0.1,-0.5
industrial_production,2022-12-15 09:15:00,Industrial Production (MoM)  (Nov),Industrial Production (MoM),-0.2,0.1,-0.30000000000000004
building_permits,2022-12-20 08:30:00,Building Permits  (Nov),Building Permits,1342000.0,1485000.0,-143000.0
housing_starts,2022-12-20 08:30:00,Housing Starts  (Nov),Housing Starts,1427000.0,1400000.0,27000.0
existing_home_sales,2022-12-21 10:00:00,Existing Home Sales  (Nov),Existing Home Sales,4090000.0,4200000.0,-110000.0
durable_goods,2022-12-23 08:30:00,Durable Goods Orders (MoM)  (Nov),Durable Goods Orders (MoM),-2.1,-0.6,-1.5
pce_price_index,2022-12-23 08:30:00,PCE price index (MoM)  (Nov),PCE price index (MoM),0.1,0.1,0.0
real_pce,2022-12-23 08:30:00,Real Personal Consumption (MoM)  (Nov),Real Personal Consumption (MoM),0.0,0.1,-0.1
new_home_sales,2022-12-23 10:00:00,New Home Sales  (Nov),New Home Sales,640000.0,600000.0,40000.0
ism_manufacturing,2023-01-04 10:00:00,ISM Manufacturing PMI  (Dec),ISM Manufacturing PMI,48.4,48.5,-0.10000000000000142
nonfarm_payrolls,2023-01-06 08:30:00,Nonfarm Payrolls  (Dec),Nonfarm Payrolls,223000.0,200000.0,23000.0
unemployment_rate,2023-01-06 08:30:00,Unemployment Rate  (Dec),Unemployment Rate,3.5,3.7,-0.20000000000000018
ism_services,2023-01-06 10:00:00,ISM Non-Manufacturing PMI  (Dec),ISM Non-Manufacturing PMI,49.6,55.0,-5.399999999999999
cpi,2023-01-12 08:30:00,CPI (YoY)  (Dec),CPI (YoY),6.5,6.5,0.0
ppi,2023-01-18 08:30:00,PPI (MoM)  (Dec),PPI (MoM),-0.5,-0.1,-0.4
retail_sales,2023-01-18 08:30:00,Retail Sales (MoM)  (Dec),Retail Sales (MoM),-1.1,-0.8,-0.30000000000000004
industrial_production,2023-01-18 09:15:00,Industrial Production (MoM)  (Dec),Industrial Production (MoM),-0.7,-0.1,-0.6
building_permits,2023-01-19 08:30:00,Building Permits  (Dec),Building Permits,1330000.0,1370000.0,-40000.0
housing_starts,2023-01-19 08:30:00,Housing Starts  (Dec),Housing Starts,1382000.0,1359000.0,23000.0
existing_home_sales,2023-01-20 10:00:00,Existing Home Sales  (Dec),Existing Home Sales,4020000.0,3960000.0,60000.0
durable_goods,2023-01-26 08:30:00,Durable Goods Orders (MoM)  (Dec),Durable Goods Orders (MoM),5.6,2.5,3.0999999999999996
real_gdp_advance,2023-01-26 08:30:00,GDP (QoQ)  (Q4),GDP (QoQ),2.9,2.6,0.2999999999999998
new_home_sales,2023-01-26 10:00:00,New Home Sales  (Dec),New Home Sales,616000.0,617000.0,-1000.0
pce_price_index,2023-01-27 08:30:00,PCE price index (MoM)  (Dec),PCE price index (MoM),0.1,0.0,0.1
real_pce,2023-01-27 08:30:00,Real Personal Consumption (MoM)  (Dec),Real Personal Consumption (MoM),-0.3,-0.1,-0.19999999999999998
ism_manufacturing,2023-02-01 10:00:00,ISM Manufacturing PMI  (Jan),ISM Manufacturing PMI,47.4,48.0,-0.6000000000000014
nonfarm_payrolls,2023-02-03 08:30:00,Nonfarm Payrolls  (Jan),Nonfarm Payrolls,517000.0,185000.0,332000.0
unemployment_rate,2023-02-03 08:30:00,Unemployment Rate  (Jan),Unemployment Rate,3.4,3.6,-0.20000000000000018
ism_services,2023-02-03 10:00:00,ISM Non-Manufacturing PMI  (Jan),ISM Non-Manufacturing PMI,55.2,50.4,4.800000000000004
cpi,2023-02-14 08:30:00,CPI (YoY)  (Jan),CPI (YoY),6.4,6.2,0.20000000000000018
retail_sales,2023-02-15 08:30:00,Retail Sales (MoM)  (Jan),Retail Sales (MoM),3.0,1.8,1.2
industrial_production,2023-02-15 09:15:00,Industrial Production (MoM)  (Jan),Industrial Production (MoM),0.0,0.5,-0.5
building_permits,2023-02-16 08:30:00,Building Permits  (Jan),Building Permits,1339000.0,1350000.0,-11000.0
housing_starts,2023-02-16 08:30:00,Housing Starts  (Jan),Housing Starts,1309000.0,1360000.0,-51000.0
ppi,2023-02-16 08:30:00,PPI (MoM)  (Jan),PPI (MoM),0.7,0.4,0.29999999999999993
existing_home_sales,2023-02-21 10:00:00,Existing Home Sales  (Jan),Existing Home Sales,4000000.0,4100000.0,-100000.0
pce_price_index,2023-02-24 08:30:00,PCE price index (MoM)  (Jan),PCE price index (MoM),0.6,0.5,0.09999999999999998
real_pce,2023-02-24 08:30:00,Real Personal Consumption (MoM)  (Jan),Real Personal Consumption (MoM),1.1,1.1,0.0
new_home_sales,2023-02-24 10:00:00,New Home Sales  (Jan),New Home Sales,670000.0,620000.0,50000.0
durable_goods,2023-02-27 08:30:00,Durable Goods Orders (MoM)  (Jan),Durable Goods Orders (MoM),-4.5,-4.0,-0.5
ism_manufacturing,2023-03-01 10:00:00,ISM Manufacturing PMI  (Feb),ISM Manufacturing PMI,47.7,48.0,-0.29999999999999716
ism_services,2023-03-03 10:00:00,ISM Non-Manufacturing PMI  (Feb),ISM Non-Manufacturing PMI,55.1,54.5,0.6000000000000014
nonfarm_payrolls,2023-03-10 08:30:00,Nonfarm Payrolls  (Feb),Nonfarm Payrolls,311000.0,205000.0,106000.0
unemployment_rate,2023-03-10 08:30:00,Unemployment Rate  (Feb),Unemployment Rate,3.6,3.4,0.20000000000000018
cpi,2023-03-14 08:30:00,CPI (YoY)  (Feb),CPI (YoY),6.0,6.0,0.0
ppi,2023-03-15 08:30:00,PPI (MoM)  (Feb),PPI (MoM),-0.1,0.3,-0.4
retail_sales,2023-03-15 08:30:00,Retail Sales (MoM)  (Feb),Retail Sales (MoM),-0.4,-0.3,-0.10000000000000003
building_permits,2023-03-16 08:30:00,Building Permits  (Feb),Building Permits,1524000.0,1340000.0,184000.0
housing_starts,2023-03-16 08:30:00,Housing Starts  (Feb),Housing Starts,1450000.0,1310000.0,140000.0
industrial_production,2023-03-17 09:15:00,Industrial Production (MoM)  (Feb),Industrial Production (MoM),0.0,0.2,-0.2
existing_home_sales,2023-03-21 10:00:00,Existing Home Sales,Existing Home Sales,4580000.0,4190000.000000001,389999.99999999907
new_home_sales,2023-03-23 10:00:00,New Home Sales  (Feb),New Home Sales,640000.0,650000.0,-10000.0
durable_goods,2023-03-24 08:30:00,Durable Goods Orders (MoM)  (Feb),Durable Goods Orders (MoM),-1.0,0.6,-1.6
pce_price_index,2023-03-31 08:30:00,PCE price index (MoM)  (Feb),PCE price index (MoM),0.3,0.3,0.0
real_pce,2023-03-31 08:30:00,Real Personal Consumption (MoM)  (Feb),Real Personal Consumption (MoM),-0.1,-0.1,0.0
ism_manufacturing,2023-04-03 10:00:00,ISM Manufacturing PMI  (Mar),ISM Manufacturing PMI,46.3,47.5,-1.2000000000000028
ism_services,2023-04-05 10:00:00,ISM Non-Manufacturing PMI  (Mar),ISM Non-Manufacturing PMI,51.2,54.5,-3.299999999999997
nonfarm_payrolls,2023-04-07 08:30:00,Nonfarm Payrolls  (Mar),Nonfarm Payrolls,236000.0,239000.0,-3000.0
unemployment_rate,2023-04-07 08:30:00,Unemployment Rate  (Mar),Unemployment Rate,3.5,3.6,-0.10000000000000009
cpi,2023-04-12 08:30:00,CPI (YoY)  (Mar),CPI (YoY),5.0,5.2,-0.20000000000000018
ppi,2023-04-13 08:30:00,PPI (MoM)  (Mar),PPI (MoM),-0.5,0.1,-0.6
retail_sales,2023-04-14 08:30:00,Retail Sales (MoM)  (Mar),Retail Sales (MoM),-1.0,-0.4,-0.6
industrial_production,2023-04-14 09:15:00,Industrial Production (MoM)  (Mar),Industrial Production (MoM),0.4,0.2,0.2
building_permits,2023-04-18 08:30:00,Building Permits  (Mar),Building Permits,1413000.0,1450000.0,-37000.0
housing_starts,2023-04-18 08:30:00,Housing Starts  (Mar),Housing Starts,1420000.0,1400000.0,20000.0
existing_home_sales,2023-04-20 10:00:00,Existing Home Sales  (Mar),Existing Home Sales,4440000.0,4500000.0,-60000.0
new_home_sales,2023-04-25 10:00:00,New Home Sales  (Mar),New Home Sales,683000.0,630000.0,53000.0
durable_goods,2023-04-26 08:30:00,Durable Goods Orders (MoM)  (Mar),Durable Goods Orders (MoM),3.2,0.7,2.5
real_gdp_advance,2023-04-27 08:30:00,GDP (QoQ)  (Q1),GDP (QoQ),1.1,2.0,-0.8999999999999999
pce_price_index,2023-04-28 08:30:00,PCE price index (MoM)  (Mar),PCE price index (MoM),0.1,0.1,0.0
real_pce,2023-04-28 08:30:00,Real Personal Consumption (MoM)  (Mar),Real Personal Consumption (MoM),0.0,-0.1,0.1
ism_manufacturing,2023-05-01 10:00:00,ISM Manufacturing PMI  (Apr),ISM Manufacturing PMI,47.1,46.8,0.30000000000000426
ism_services,2023-05-03 10:00:00,ISM Non-Manufacturing PMI  (Apr),ISM Non-Manufacturing PMI,51.9,51.8,0.10000000000000142
nonfarm_payrolls,2023-05-05 08:30:00,Nonfarm Payrolls  (Apr),Nonfarm Payrolls,253000.0,180000.0,73000.0
unemployment_rate,2023-05-05 08:30:00,Unemployment Rate  (Apr),Unemployment Rate,3.4,3.6,-0.20000000000000018
cpi,2023-05-10 08:30:00,CPI (YoY)  (Apr),CPI (YoY),4.9,5.0,-0.09999999999999964
ppi,2023-05-11 08:30:00,PPI (MoM)  (Apr),PPI (MoM),0.2,0.3,-0.09999999999999998
retail_sales,2023-05-16 08:30:00,Retail Sales (MoM)  (Apr),Retail Sales (MoM),0.4,0.8,-0.4
industrial_production,2023-05-16 09:15:00,Industrial Production (MoM)  (Apr),Industrial Production (MoM),0.5,-0.1,0.6
building_permits,2023-05-17 08:30:00,Building Permits  (Apr),Building Permits,1416000.0,1437000.0,-21000.0
housing_starts,2023-05-17 08:30:00,Housing Starts  (Apr),Housing Starts,1401000.0,1400000.0,1000.0
existing_home_sales,2023-05-18 10:00:00,Existing Home Sales  (Apr),Existing Home Sales,4280000.0,4300000.0,-20000.0
new_home_sales,2023-05-23 10:00:00,New Home Sales  (Apr),New Home Sales,683000.0,663000.0,20000.0
durable_goods,2023-05-26 08:30:00,Durable Goods Orders (MoM)  (Apr),Durable Goods Orders (MoM),1.1,-1.0,2.1
pce_price_index,2023-05-26 08:30:00,PCE price index (MoM)  (Apr),PCE price index (MoM),0.4,0.3,0.10000000000000003
real_pce,2023-05-26 08:30:00,Real Personal Consumption (MoM)  (Apr),Real Personal Consumption (MoM),0.5,0.3,0.2
ism_manufacturing,2023-06-01 10:00:00,ISM Manufacturing PMI  (May),ISM Manufacturing PMI,46.9,47.0,-0.10000000000000142
nonfarm_payrolls,2023-06-02 08:30:00,Nonfarm Payrolls  (May),Nonfarm Payrolls,339000.0,180000.0,159000.0
unemployment_rate,2023-06-02 08:30:00,Unemployment Rate  (May),Unemployment Rate,3.7,3.5,0.20000000000000018
ism_services,2023-06-05 10:00:00,ISM Non-Manufacturing PMI  (May),ISM Non-Manufacturing PMI,50.3,52.2,-1.9000000000000057
cpi,2023-06-13 08:30:00,CPI (YoY)  (May),CPI (YoY),4.0,4.1,-0.09999999999999964
ppi,2023-06-14 08:30:00,PPI (MoM)  (May),PPI (MoM),-0.3,-0.1,-0.19999999999999998
retail_sales,2023-06-15 08:30:00,Retail Sales (MoM)  (May),Retail Sales (MoM),0.3,-0.1,0.4
industrial_production,2023-06-15 09:15:00,Industrial Production (MoM)  (May),Industrial Production (MoM),-0.2,0.1,-0.30000000000000004
building_permits,2023-06-20 08:30:00,Building Permits  (May),Building Permits,1491000.0,1425000.0,66000.0
housing_starts,2023-06-20 08:30:00,Housing Starts  (May),Housing Starts,1631000.0,1400000.0,231000.0
existing_home_sales,2023-06-22 10:00:00,Existing Home Sales  (May),Existing Home Sales,4300000.0,4250000.0,50000.0
durable_goods,2023-06-27 08:30:00,Durable Goods Orders (MoM)  (May),Durable Goods Orders (MoM),1.7,-1.0,2.7
new_home_sales,2023-06-27 10:00:00,New Home Sales  (May),New Home Sales,763000.0,675000.0,88000.0
pce_price_index,2023-06-30 08:30:00,PCE price index (MoM)  (May),PCE price index (MoM),0.1,0.1,0.0
real_pce,2023-06-30 08:30:00,Real Personal Consumption (MoM)  (May),Real Personal Consumption (MoM),0.0,0.1,-0.1
ism_manufacturing,2023-07-03 10:00:00,ISM Manufacturing PMI  (Jun),ISM Manufacturing PMI,46.0,47.2,-1.2000000000000028
ism_services,2023-07-06 10:00:00,ISM Non-Manufacturing PMI  (Jun),ISM Non-Manufacturing PMI,53.9,51.0,2.8999999999999986
nonfarm_payrolls,2023-07-07 08:30:00,Nonfarm Payrolls  (Jun),Nonfarm Payrolls,209000.0,225000.0,-16000.0
unemployment_rate,2023-07-07 08:30:00,Unemployment Rate  (Jun),Unemployment Rate,3.6,3.6,0.0
cpi,2023-07-12 08:30:00,CPI (YoY)  (Jun),CPI (YoY),3.0,3.1,-0.10000000000000009
ppi,2023-07-13 08:30:00,PPI (MoM)  (Jun),PPI (MoM),0.1,0.2,-0.1
retail_sales,2023-07-18 08:30:00,Retail Sales (MoM)  (Jun),Retail Sales (MoM),0.2,0.5,-0.3
industrial_production,2023-07-18 09:15:00,Industrial Production (MoM)  (Jun),Industrial Production (MoM),-0.5,0.0,-0.5
building_permits,2023-07-19 08:30:00,Building Permits  (Jun),Building Permits,1440000.0,1490000.0,-50000.0
housing_starts,2023-07-19 08:30:00,Housing Starts  (Jun),Housing Starts,1434000.0,1480000.0,-46000.0
existing_home_sales,2023-07-20 10:00:00,Existing Home Sales  (Jun),Existing Home Sales,4160000.0,4200000.0,-40000.0
new_home_sales,2023-07-26 10:00:00,New Home Sales  (Jun),New Home Sales,697000.0,725000.0,-28000.0
durable_goods,2023-07-27 08:30:00,Durable Goods Orders (MoM)  (Jun),Durable Goods Orders (MoM),4.7,1.0,3.7
real_gdp_advance,2023-07-27 08:30:00,GDP (QoQ)  (Q2),GDP (QoQ),2.4,1.8,0.5999999999999999
pce_price_index,2023-07-28 08:30:00,PCE price index (MoM)  (Jun),PCE price index (MoM),0.2,0.2,0.0
real_pce,2023-07-28 08:30:00,Real Personal Consumption (MoM)  (Jun),Real Personal Consumption (MoM),0.4,0.2,0.2
ism_manufacturing,2023-08-01 10:00:00,ISM Manufacturing PMI  (Jul),ISM Manufacturing PMI,46.4,46.8,-0.3999999999999986
ism_services,2023-08-03 10:00:00,ISM Non-Manufacturing PMI  (Jul),ISM Non-Manufacturing PMI,52.7,53.0,-0.29999999999999716
nonfarm_payrolls,2023-08-04 08:30:00,Nonfarm Payrolls  (Jul),Nonfarm Payrolls,187000.0,200000.0,-13000.0
unemployment_rate,2023-08-04 08:30:00,Unemployment Rate  (Jul),Unemployment Rate,3.5,3.6,-0.10000000000000009
cpi,2023-08-10 08:30:00,CPI (YoY)  (Jul),CPI (YoY),3.2,3.3,-0.09999999999999964
ppi,2023-08-11 08:30:00,PPI (MoM)  (Jul),PPI (MoM),0.3,0.2,0.09999999999999998
retail_sales,2023-08-15 08:30:00,Retail Sales (MoM)  (Jul),Retail Sales (MoM),0.7,0.4,0.29999999999999993
building_permits,2023-08-16 08:30:00,Building Permits  (Jul),Building Permits,1442000.0,1463000.0,-21000.0
housing_starts,2023-08-16 08:30:00,Housing Starts  (Jul),Housing Starts,1452000.0,1448000.0,4000.0
industrial_production,2023-08-16 09:15:00,Industrial Production (MoM)  (Jul),Industrial Production (MoM),1.0,0.3,0.7
existing_home_sales,2023-08-22 10:00:00,Existing Home Sales  (Jul),Existing Home Sales,4070000.000000001,4150000.000000001,-80000.0
new_home_sales,2023-08-23 10:00:00,New Home Sales  (Jul),New Home Sales,714000.0,705000.0,9000.0
durable_goods,2023-08-24 08:30:00,Durable Goods Orders (MoM)  (Jul),Durable Goods Orders (MoM),-5.2,-4.0,-1.2000000000000002
pce_price_index,2023-08-31 08:30:00,PCE price index (MoM)  (Jul),PCE price index (MoM),0.2,0.2,0.0
real_pce,2023-08-31 08:30:00,Real Personal Consumption (MoM)  (Jul),Real Personal Consumption (MoM),0.6,0.4,0.19999999999999996
nonfarm_payrolls,2023-09-01 08:30:00,Nonfarm Payrolls  (Aug),Nonfarm Payrolls,187000.0,170000.0,17000.0
unemployment_rate,2023-09-01 08:30:00,Unemployment Rate  (Aug),Unemployment Rate,3.8,3.5,0.2999999999999998
ism_manufacturing,2023-09-01 10:00:00,ISM Manufacturing PMI  (Aug),ISM Manufacturing PMI,47.6,47.0,0.6000000000000014
ism_services,2023-09-06 10:00:00,ISM Non-Manufacturing PMI  (Aug),ISM Non-Manufacturing PMI,54.5,52.5,2.0
cpi,2023-09-13 08:30:00,CPI (YoY)  (Aug),CPI (YoY),3.7,3.6,0.10000000000000009
ppi,2023-09-14 08:30:00,PPI (MoM)  (Aug),PPI (MoM),0.7,0.4,0.29999999999999993
retail_sales,2023-09-14 08:30:00,Retail Sales (MoM)  (Aug),Retail Sales (MoM),0.6,0.2,0.39999999999999997
industrial_production,2023-09-15 09:15:00,Industrial Production (MoM)  (Aug),Industrial Production (MoM),0.4,0.1,0.30000000000000004
building_permits,2023-09-19 08:30:00,Building Permits  (Aug),Building Permits,1543000.0,1440000.0,103000.0
housing_starts,2023-09-19 08:30:00,Housing Starts  (Aug),Housing Starts,1283000.0,1440000.0,-157000.0
existing_home_sales,2023-09-21 10:00:00,Existing Home Sales  (Aug),Existing Home Sales,4040000.0,4100000.0,-60000.0
new_home_sales,2023-09-26 10:00:00,New Home Sales  (Aug),New Home Sales,675000.0,700000.0,-25000.0
durable_goods,2023-09-27 08:30:00,Durable Goods Orders (MoM)  (Aug),Durable Goods Orders (MoM),0.2,-0.5,0.7
pce_price_index,2023-09-29 08:30:00,PCE price index (MoM)  (Aug),PCE price index (MoM),0.4,0.5,-0.09999999999999998
real_pce,2023-09-29 08:30:00,Real Personal Consumption (MoM)  (Aug),Real Personal Consumption (MoM),0.1,0.0,0.1
ism_manufacturing,2023-10-02 10:00:00,ISM Manufacturing PMI  (Sep),ISM Manufacturing PMI,49.0,47.7,1.2999999999999972
ism_services,2023-10-04 10:00:00,ISM Non-Manufacturing PMI  (Sep),ISM Non-Manufacturing PMI,53.6,53.6,0.0
nonfarm_payrolls,2023-10-06 08:30:00,Nonfarm Payrolls  (Sep),Nonfarm Payrolls,336000.0,170000.0,166000.0
unemployment_rate,2023-10-06 08:30:00,Unemployment Rate  (Sep),Unemployment Rate,3.8,3.7,0.09999999999999964
ppi,2023-10-11 08:30:00,PPI (MoM)  (Sep),PPI (MoM),0.5,0.3,0.2
cpi,2023-10-12 08:30:00,CPI (YoY)  (Sep),CPI (YoY),3.7,3.6,0.10000000000000009
retail_sales,2023-10-17 08:30:00,Retail Sales (MoM)  (Sep),Retail Sales (MoM),0.7,0.3,0.39999999999999997
industrial_production,2023-10-17 09:15:00,Industrial Production (MoM)  (Sep),Industrial Production (MoM),0.3,0.1,0.19999999999999998
building_permits,2023-10-18 08:30:00,Building Permits  (Sep),Building Permits,1473000.0,1455000.0,18000.0
housing_starts,2023-10-18 08:30:00,Housing Starts  (Sep),Housing Starts,1358000.0,1380000.0,-22000.0
existing_home_sales,2023-10-19 10:00:00,Existing Home Sales  (Sep),Existing Home Sales,3960000.0,3890000.0,70000.0
new_home_sales,2023-10-25 10:00:00,New Home Sales  (Sep),New Home Sales,759000.0,680000.0,79000.0
durable_goods,2023-10-26 08:30:00,Durable Goods Orders (MoM)  (Sep),Durable Goods Orders (MoM),4.7,1.7,3.0
real_gdp_advance,2023-10-26 08:30:00,GDP (QoQ)  (Q3),GDP (QoQ),4.9,4.3,0.6000000000000005
pce_price_index,2023-10-27 08:30:00,PCE price index (MoM)  (Sep),PCE price index (MoM),0.4,0.3,0.10000000000000003
real_pce,2023-10-27 08:30:00,Real Personal Consumption (MoM)  (Sep),Real Personal Consumption (MoM),0.4,0.3,0.10000000000000003
ism_manufacturing,2023-11-01 10:00:00,ISM Manufacturing PMI  (Oct),ISM Manufacturing PMI,46.7,49.0,-2.299999999999997
nonfarm_payrolls,2023-11-03 08:30:00,Nonfarm Payrolls  (Oct),Nonfarm Payrolls,150000.0,180000.0,-30000.0
unemployment_rate,2023-11-03 08:30:00,Unemployment Rate  (Oct),Unemployment Rate,3.9,3.8,0.10000000000000009
ism_services,2023-11-03 10:00:00,ISM Non-Manufacturing PMI  (Oct),ISM Non-Manufacturing PMI,51.8,53.0,-1.2000000000000028
cpi,2023-11-14 08:30:00,CPI (YoY)  (Oct),CPI (YoY),3.2,3.3,-0.09999999999999964
ppi,2023-11-15 08:30:00,PPI (MoM)  (Oct),PPI (MoM),-0.5,0.1,-0.6
retail_sales,2023-11-15 08:30:00,Retail Sales (MoM)  (Oct),Retail Sales (MoM),-0.1,-0.3,0.19999999999999998
industrial_production,2023-11-16 09:15:00,Industrial Production (MoM)  (Oct),Industrial Production (MoM),-0.6,-0.3,-0.3
building_permits,2023-11-17 08:30:00,Building Permits  (Oct),Building Permits,1487000.0,1450000.0,37000.0
housing_starts,2023-11-17 08:30:00,Housing Starts  (Oct),Housing Starts,1372000.0,1345000.0,27000.0
existing_home_sales,2023-11-21 10:00:00,Existing Home Sales  (Oct),Existing Home Sales,3790000.0,3900000.0,-110000.0
durable_goods,2023-11-22 08:30:00,Durable Goods Orders (MoM)  (Oct),Durable Goods Orders (MoM),-5.4,-3.1,-2.3000000000000003
new_home_sales,2023-11-27 10:00:00,New Home Sales  (Oct),New Home Sales,679000.0,721000.0,-42000.0
pce_price_index,2023-11-30 08:30:00,PCE price index (MoM)  (Oct),PCE price index (MoM),0.0,0.1,-0.1
real_pce,2023-11-30 08:30:00,Real Personal Consumption (MoM)  (Oct),Real Personal Consumption (MoM),0.2,0.1,0.1
ism_manufacturing,2023-12-01 10:00:00,ISM Manufacturing PMI  (Nov),ISM Manufacturing PMI,46.7,47.6,-0.8999999999999986
ism_services,2023-12-05 10:00:00,ISM Non-Manufacturing PMI  (Nov),ISM Non-Manufacturing PMI,52.7,52.0,0.7000000000000028
nonfarm_payrolls,2023-12-08 08:30:00,Nonfarm Payrolls  (Nov),Nonfarm Payrolls,199000.0,180000.0,19000.0
unemployment_rate,2023-12-08 08:30:00,Unemployment Rate  (Nov),Unemployment Rate,3.7,3.9,-0.19999999999999973
cpi,2023-12-12 08:30:00,CPI (YoY)  (Nov),CPI (YoY),3.1,3.1,0.0
ppi,2023-12-13 08:30:00,PPI (MoM)  (Nov),PPI (MoM),0.0,0.1,-0.1
retail_sales,2023-12-14 08:30:00,Retail Sales (MoM)  (Nov),Retail Sales (MoM),0.3,-0.1,0.4
industrial_production,2023-12-15 09:15:00,Industrial Production (MoM)  (Nov),Industrial Production (MoM),0.2,0.3,-0.09999999999999998
building_permits,2023-12-19 08:30:00,Building Permits  (Nov),Building Permits,1460000.0,1470000.0,-10000.0
housing_starts,2023-12-19 08:30:00,Housing Starts  (Nov),Housing Starts,1560000.0,1360000.0,200000.0
existing_home_sales,2023-12-20 10:00:00,Existing Home Sales  (Nov),Existing Home Sales,3820000.0,3780000.0,40000.0
durable_goods,2023-12-22 08:30:00,Durable Goods Orders (MoM)  (Nov),Durable Goods Orders (MoM),5.4,1.7,3.7
pce_price_index,2023-12-22 08:30:00,PCE price index (MoM)  (Nov),PCE price index (MoM),-0.1,0.0,-0.1
real_pce,2023-12-22 08:30:00,Real Personal Consumption (MoM)  (Nov),Real Personal Consumption (MoM),0.3,0.3,0.0
new_home_sales,2023-12-22 10:00:00,New Home Sales  (Nov),New Home Sales,590000.0,695000.0,-105000.0
ism_manufacturing,2024-01-03 10:00:00,ISM Manufacturing PMI  (Dec),ISM Manufacturing PMI,47.4,47.1,0.29999999999999716
nonfarm_payrolls,2024-01-05 08:30:00,Nonfarm Payrolls  (Dec),Nonfarm Payrolls,216000.0,170000.0,46000.0
unemployment_rate,2024-01-05 08:30:00,Unemployment Rate  (Dec),Unemployment Rate,3.7,3.8,-0.09999999999999964
ism_services,2024-01-05 10:00:00,ISM Non-Manufacturing PMI  (Dec),ISM Non-Manufacturing PMI,50.6,52.6,-2.0
cpi,2024-01-11 08:30:00,CPI (YoY)  (Dec),CPI (YoY),3.4,3.2,0.19999999999999973
ppi,2024-01-12 08:30:00,PPI (MoM)  (Dec),PPI (MoM),-0.1,0.1,-0.2
retail_sales,2024-01-17 08:30:00,Retail Sales (MoM)  (Dec),Retail Sales (MoM),0.6,0.4,0.19999999999999996
industrial_production,2024-01-17 09:15:00,Industrial Production (MoM)  (Dec),Industrial Production (MoM),0.1,0.0,0.1
building_permits,2024-01-18 08:30:00,Building Permits  (Dec),Building Permits,1495000.0,1480000.0,15000.0
housing_starts,2024-01-18 08:30:00,Housing Starts  (Dec),Housing Starts,1460000.0,1426000.0,34000.0
existing_home_sales,2024-01-19 10:00:00,Existing Home Sales  (Dec),Existing Home Sales,3780000.0,3820000.0,-40000.0
durable_goods,2024-01-25 08:30:00,Durable Goods Orders (MoM)  (Dec),Durable Goods Orders (MoM),0.0,1.1,-1.1
real_gdp_advance,2024-01-25 08:30:00,GDP (QoQ)  (Q4),GDP (QoQ),3.3,2.0,1.2999999999999998
new_home_sales,2024-01-25 10:00:00,New Home Sales  (Dec),New Home Sales,664000.0,645000.0,19000.0
pce_price_index,2024-01-26 08:30:00,PCE price index (MoM)  (Dec),PCE price index (MoM),0.2,0.2,0.0
real_pce,2024-01-26 08:30:00,Real Personal Consumption (MoM)  (Dec),Real Personal Consumption (MoM),0.5,0.3,0.2
ism_manufacturing,2024-02-01 10:00:00,ISM Manufacturing PMI  (Jan),ISM Manufacturing PMI,49.1,47.2,1.8999999999999986
nonfarm_payrolls,2024-02-02 08:30:00,Nonfarm Payrolls  (Jan),Nonfarm Payrolls,353000.0,187000.0,166000.0
unemployment_rate,2024-02-02 08:30:00,Unemployment Rate  (Jan),Unemployment Rate,3.7,3.8,-0.09999999999999964
ism_services,2024-02-05 10:00:00,ISM Non-Manufacturing PMI  (Jan),ISM Non-Manufacturing PMI,53.4,52.0,1.3999999999999986
cpi,2024-02-13 08:30:00,CPI (YoY)  (Jan),CPI (YoY),3.1,2.9,0.20000000000000018
retail_sales,2024-02-15 08:30:00,Retail Sales (MoM)  (Jan),Retail Sales (MoM),-0.8,-0.2,-0.6000000000000001
industrial_production,2024-02-15 09:15:00,Industrial Production (MoM)  (Jan),Industrial Production (MoM),-0.1,0.2,-0.30000000000000004
building_permits,2024-02-16 08:30:00,Building Permits  (Jan),Building Permits,1470000.0,1509000.0,-39000.0
housing_starts,2024-02-16 08:30:00,Housing Starts  (Jan),Housing Starts,1331000.0,1450000.0,-119000.0
ppi,2024-02-16 08:30:00,PPI (MoM)  (Jan),PPI (MoM),0.3,0.1,0.19999999999999998
existing_home_sales,2024-02-22 10:00:00,Existing Home Sales  (Jan),Existing Home Sales,4000000.0,3960000.0,40000.0
